GeneID	Lenght	#Reads	EC#	RPKM	Eukaryota	Archaea	Bacteria	Bacteroidetes	Actinobacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteria	Alphaproteobacteria	Firmicutes	Bacilli	Clostridia	Lachnospiraceae	Eubacteriaceae	Ruminococcaceae	Clostridiaceae	Oscillospiraceae	Other
gi|484006694|ref|NZ_KB894547.1|:c166426-165716|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI000475C93A|UniRef50_R6VGX4	711	2	0.0.0.0	115.8350980810526	0.0	0.0	57.9175490405263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	984.5983336889472
gi|484006769|ref|NZ_KB894554.1|:3562-4275|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6YBV6|UniRef50_P0AAC5	714	1	0.0.0.0	57.67419799413753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	980.461365900338
gi|484006649|ref|NZ_KB894542.1|:181643-182344|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XTE2|UniRef50_R5W4K6	702	4	0.0.0.0	234.64032688213217	0.0	0.0	0.0	117.32016344106609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1994.4427784981235
gi|484006673|ref|NZ_KB894544.1|:49039-49743|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YR77|UniRef50_U5WIT1	705	5	1.11.1.15	292.05232175754753	0.0	0.0	0.0	58.4104643515095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3971.9115759026463
gi|484006757|ref|NZ_KB894553.1|:c17380-16679|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y4H5|UniRef50_Q9ZAB8	702	2	0.0.0.0	117.32016344106609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.66008172053304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	997.2213892490618
gi|484006649|ref|NZ_KB894542.1|:380836-381540|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XZL5|UniRef50_R5BJD9	705	1	2.7.4.9	58.4104643515095	0.0	0.0	0.0	58.4104643515095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006680|ref|NZ_KB894545.1|:244151-244858|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YKR1|UniRef50_Q2S6J2	708	2	2.7.4.22	116.32592476783672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1977.5407210532242
gi|484006685|ref|NZ_KB894546.1|:c163263-162577|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XRI9|UniRef50_I3YM87	687	2	0.0.0.0	119.88173906205006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2037.989564054851
gi|484006746|ref|NZ_KB894552.1|:981-1646|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z0X6|UniRef50_I3YPZ0	666	2	0.0.0.0	123.66179389733993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2102.2504962547787
gi|484006637|ref|NZ_KB894541.1|:603875-604546|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XTA4|UniRef50_R6D686	672	3	0.0.0.0	183.83650610631338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3125.2206038073273
gi|484006637|ref|NZ_KB894541.1|:288451-289119|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6VJD8|UniRef50_Q7MX09	669	2	3.4.21.92	123.10725670497517	0.0	0.0	0.0	123.10725670497517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006694|ref|NZ_KB894547.1|:c195357-194701|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YMY2|UniRef50_Q2JFI8	657	10	0.0.0.0	626.7789553700791	0.0	0.0	125.35579107401581	501.42316429606325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006649|ref|NZ_KB894542.1|:c262457-261801|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XN06|UniRef50_R5UK51	657	4	0.0.0.0	250.71158214803162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4262.0968965165375
gi|484006685|ref|NZ_KB894546.1|:c218617-217961|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XW85|UniRef50_R7JM02	657	3	0.0.0.0	188.0336866110237	0.0	0.0	0.0	62.677895537007906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2131.0484482582688
gi|484006673|ref|NZ_KB894544.1|:c230779-230123|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YQS5|UniRef50_I3YQS5	657	2	0.0.0.0	125.35579107401581	0.0	0.0	0.0	62.677895537007906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1065.5242241291344
gi|484006703|ref|NZ_KB894548.1|:c121761-121090|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_D4IL55|UniRef50_R5RA13	672	5	0.0.0.0	306.39417684385563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5208.7010063455455
gi|484006680|ref|NZ_KB894545.1|:155652-156332|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XPG2|UniRef50_R5DEW9	681	5	0.0.0.0	302.34491459481785	0.0	0.0	0.0	120.93796583792715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3083.918128867142
gi|484006637|ref|NZ_KB894541.1|:186626-187303|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YJ20|UniRef50_L0G4L7	678	1	0.0.0.0	60.73654479028643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1032.5212614348693
gi|484006723|ref|NZ_KB894550.1|:29443-30126|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_D4ILW7|UniRef50_D4ILW7	684	6	0.0.0.0	361.2226084895982	0.0	0.0	0.0	361.2226084895982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006736|ref|NZ_KB894551.1|:58461-59141|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6YB30|UniRef50_R6VXP7	681	1	0.0.0.0	60.468982918963576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1027.9727096223808
gi|484006680|ref|NZ_KB894545.1|:c95246-94563|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y2N8|UniRef50_R6VQY3	684	1	0.0.0.0	60.203768081599705	0.0	0.0	0.0	60.203768081599705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006637|ref|NZ_KB894541.1|:c469953-469282|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XZ17|UniRef50_F2KTN5	672	1	0.0.0.0	61.27883536877113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1041.740201269109
gi|484006649|ref|NZ_KB894542.1|:c335949-335278|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z3W5|UniRef50_R6Z3W5	672	2	0.0.0.0	122.55767073754225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2083.480402538218
gi|484006680|ref|NZ_KB894545.1|:224641-225315|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z551|UniRef50_R5NS10	675	1	0.0.0.0	61.00648498935436	0.0	0.0	0.0	0.0	61.00648498935436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006665|ref|NZ_KB894543.1|:c427086-426409|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YLT3|UniRef50_Q11YV4	678	1	2.1.1.228	60.73654479028643	0.0	0.0	0.0	60.73654479028643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006694|ref|NZ_KB894547.1|:279577-280248|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YMQ5|UniRef50_Q7M7V7	672	2	0.0.0.0	122.55767073754225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2083.480402538218
gi|484006711|ref|NZ_KB894549.1|:c95210-94536|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R5WK14|UniRef50_R5WEU5	675	1	0.0.0.0	61.00648498935436	0.0	0.0	0.0	61.00648498935436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006694|ref|NZ_KB894547.1|:c196423-195863|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YMY0|UniRef50_I3YMY0	561	3	0.0.0.0	220.2105741594342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3743.5797607103814
gi|484006665|ref|NZ_KB894543.1|:c170657-170097|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YLJ1|UniRef50_R7JGA9	561	11	0.0.0.0	807.4387719179255	0.0	0.0	0.0	293.6140988792456	0.0	220.2105741594342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4991.4396809471755
gi|484006685|ref|NZ_KB894546.1|:c197823-197263|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R7JJP7|UniRef50_A4SCS1	561	3	0.0.0.0	220.2105741594342	0.0	0.0	0.0	220.2105741594342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006757|ref|NZ_KB894553.1|:32877-33431|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YIN4|UniRef50_P44088	555	1	0.0.0.0	74.19707633840396	0.0	0.0	0.0	74.19707633840396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006685|ref|NZ_KB894546.1|:150634-151188|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6YCF9|UniRef50_R6SI90	555	1	0.0.0.0	74.19707633840396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1261.3502977528672
gi|484006685|ref|NZ_KB894546.1|:c134369-133815|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YM97|UniRef50_R5AYV0	555	1	0.0.0.0	74.19707633840396	0.0	0.0	0.0	74.19707633840396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006649|ref|NZ_KB894542.1|:c315497-314937|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI00037F728A|UniRef50_R5UCP9	561	1	0.0.0.0	73.4035247198114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1247.8599202367939
gi|484006769|ref|NZ_KB894554.1|:16580-17146|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z6M0|UniRef50_R6JE51	567	2	0.0.0.0	145.25353568893897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2469.310106711963
gi|484006680|ref|NZ_KB894545.1|:296368-296934|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XSH8|UniRef50_P26830	567	6	1.11.1.15	435.76060706681693	0.0	0.0	435.76060706681693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006649|ref|NZ_KB894542.1|:c223131-222562|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI000360D5D9|UniRef50_UPI000360D5D9	570	1	0.0.0.0	72.24452169791965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1228.1568688646341
gi|484006673|ref|NZ_KB894544.1|:c40657-40088|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YR87|UniRef50_Q11XI0	570	1	2.7.4.8	72.24452169791965	0.0	0.0	0.0	0.0	72.24452169791965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006723|ref|NZ_KB894550.1|:26030-26593|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YL32|UniRef50_R5W5Y0	564	1	0.0.0.0	73.01308043938688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1241.222367469577
gi|484006685|ref|NZ_KB894546.1|:c273641-273075|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6YB88|UniRef50_I3YLV7	567	1	0.0.0.0	72.62676784446948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1234.6550533559814
gi|484006673|ref|NZ_KB894544.1|:172930-173484|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XNN3|UniRef50_R6C7X1	555	1	0.0.0.0	74.19707633840396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1261.3502977528672
gi|484006649|ref|NZ_KB894542.1|:430595-431131|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YPU8|UniRef50_D4IPY3	537	7	0.0.0.0	536.7889042359392	0.0	0.0	0.0	383.42064588281374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2607.2603920031333
gi|484006673|ref|NZ_KB894544.1|:329737-330273|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YQK5|UniRef50_R5F3P8	537	3	0.0.0.0	230.05238752968825	0.0	0.0	0.0	230.05238752968825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006649|ref|NZ_KB894542.1|:c261122-260583|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y8Q5|UniRef50_R6VC69	540	1	0.0.0.0	76.25810623669295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1296.3878060237803
gi|484006649|ref|NZ_KB894542.1|:c368326-367787|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z3K3|UniRef50_R5W780	540	10	0.0.0.0	762.5810623669296	0.0	0.0	0.0	762.5810623669296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006723|ref|NZ_KB894550.1|:27249-27788|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XYJ7|UniRef50_R6XYJ7	540	1	0.0.0.0	76.25810623669295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1296.3878060237803
gi|484006746|ref|NZ_KB894552.1|:c90645-90118|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y040|UniRef50_R6Y040	528	6	0.0.0.0	467.9474700887977	0.0	0.0	0.0	155.98249002959923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5303.404661006373
gi|484006637|ref|NZ_KB894541.1|:c484434-483904|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XRP2|UniRef50_I3YI35	531	2	0.0.0.0	155.10123302378227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2636.7209614042986
gi|484006680|ref|NZ_KB894545.1|:34199-34738|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YKG9|UniRef50_I3YKG9	540	6	5.2.1.8	457.5486374201577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7778.326836142682
gi|484006637|ref|NZ_KB894541.1|:483060-483605|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YI37|UniRef50_R6XZ30	546	2	3.5.1.88	150.84021013851353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2564.28357235473
gi|484006673|ref|NZ_KB894544.1|:48030-48575|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YR79|UniRef50_R6BST1	546	8	0.0.0.0	603.3608405540541	0.0	0.0	0.0	226.2603152077703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6410.708930886825
gi|484006649|ref|NZ_KB894542.1|:c223705-223157|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y8F8|UniRef50_F8A6J6	549	1	0.0.0.0	75.00797334756685	0.0	0.0	75.00797334756685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006649|ref|NZ_KB894542.1|:c515232-514687|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z0X1|UniRef50_R6Z0X1	546	2	0.0.0.0	150.84021013851353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2564.28357235473
gi|484006665|ref|NZ_KB894543.1|:77515-78060|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YLA9|UniRef50_I3YLA9	546	1	0.0.0.0	75.42010506925676	0.0	0.0	0.0	75.42010506925676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006694|ref|NZ_KB894547.1|:208502-209053|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_unknown|UniRef50_R6XUP0	552	1	0.0.0.0	74.60032131850397	0.0	0.0	0.0	0.0	0.0	0.0	74.60032131850397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006757|ref|NZ_KB894553.1|:c56753-56199|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YQ86|UniRef50_Q97D83	555	3	0.0.0.0	222.59122901521187	0.0	0.0	0.0	148.39415267680792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1261.3502977528672
gi|484006649|ref|NZ_KB894542.1|:293864-294412|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z3R6|UniRef50_R6Z3R6	549	18	0.0.0.0	1350.1435202562031	0.0	0.0	0.0	1350.1435202562031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006673|ref|NZ_KB894544.1|:355884-356423|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XSN8|UniRef50_R6XSN8	540	3	0.0.0.0	228.77431871007886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3889.163418071341
gi|484006665|ref|NZ_KB894543.1|:c94814-94272|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YLC0|UniRef50_B3ESC6	543	1	3.1.1.29	75.83679073262283	0.0	0.0	0.0	75.83679073262283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006685|ref|NZ_KB894546.1|:c188433-187888|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YM45|UniRef50_A4CJW8	546	7	0.0.0.0	527.9407354847974	0.0	0.0	0.0	226.2603152077703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5128.56714470946
gi|484006757|ref|NZ_KB894553.1|:c52125-51583|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6YBS6|UniRef50_R6YBS6	543	1	0.0.0.0	75.83679073262283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1289.2254424545881
gi|484006680|ref|NZ_KB894545.1|:c115682-115086|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_D4INH5|UniRef50_R5WGA0	597	2	0.0.0.0	137.9543630412536	0.0	0.0	0.0	68.9771815206268	0.0	0.0	0.0	0.0	68.9771815206268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006673|ref|NZ_KB894544.1|:c5797-5201|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XSL1|UniRef50_R6IJA2	597	1	0.0.0.0	68.9771815206268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1172.6120858506556
gi|484006649|ref|NZ_KB894542.1|:296814-297410|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YP72|UniRef50_G2PNX0	597	5	2.5.1.9	344.885907603134	0.0	0.0	0.0	344.885907603134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006665|ref|NZ_KB894543.1|:c363615-363025|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI00037E3E65|UniRef50_UPI00037E3E65	591	1	0.0.0.0	69.67745747515093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1184.5167770775658
gi|484006711|ref|NZ_KB894549.1|:71680-72273|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y9W5|UniRef50_A6H1A5	594	1	0.0.0.0	69.32555112426633	0.0	0.0	0.0	69.32555112426633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006637|ref|NZ_KB894541.1|:c516659-516063|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI00035C8B1D|UniRef50_UPI00035C8B1D	597	1	0.0.0.0	68.9771815206268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1172.6120858506556
gi|484006685|ref|NZ_KB894546.1|:36325-36918|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XNJ0|UniRef50_A0M367	594	1	4.2.1.33	69.32555112426633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1178.5343691125277
gi|484006637|ref|NZ_KB894541.1|:c606221-605616|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XML9|UniRef50_R6VXT8	606	2	0.0.0.0	135.9055358673736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2310.394109745351
gi|484006637|ref|NZ_KB894541.1|:146333-146938|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z5H9|UniRef50_F2KVA6	606	1	0.0.0.0	67.9527679336868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1155.1970548726756
gi|484006694|ref|NZ_KB894547.1|:c167120-166515|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z3N7|UniRef50_R5UXH6	606	1	0.0.0.0	67.9527679336868	0.0	0.0	67.9527679336868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006637|ref|NZ_KB894541.1|:130498-131106|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XMU5|UniRef50_R6VK47	609	11	1.15.1.1	743.7982775795668	0.0	0.0	0.0	676.1802523450608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1149.5064289866034
gi|484006637|ref|NZ_KB894541.1|:259355-259963|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YIL0|UniRef50_R6WTW9	609	3	0.0.0.0	202.85407570351825	0.0	0.0	0.0	67.61802523450608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2299.012857973207
gi|484006685|ref|NZ_KB894546.1|:c190120-189512|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YM43|UniRef50_A9B436	609	6	0.0.0.0	405.7081514070365	0.0	0.0	270.4721009380243	135.23605046901216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006637|ref|NZ_KB894541.1|:c238094-237492|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6YAN7|UniRef50_R5DHE0	603	1	0.0.0.0	68.2908414059937	0.0	0.0	0.0	68.2908414059937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|484006649|ref|NZ_KB894542.1|:413336-413938|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XS25|UniRef50_F4C5R8	603	1	0.0.0.0	68.2908414059937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1160.944303901893
gi|484006649|ref|NZ_KB894542.1|:106140-106745|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XXN2|UniRef50_R6VL24	606	1	0.0.0.0	67.9527679336868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1155.1970548726756
