taxa_id,name,reads,genes
superkingdom,Elizabethkingia anophelis,577483,1
superkingdom,Croceitalea dokdonensis,2,1
superkingdom,Empedobacter falsenii,3,1
superkingdom,Empedobacter brevis,11,1
superkingdom,Flavobacterium caeni,1,1
superkingdom,Flavobacterium antarcticum,3,1
superkingdom,Flavobacterium columnare,1,1
superkingdom,Dokdonia,1,1
superkingdom,Flavobacterium daejeonense,1,1
superkingdom,Flavobacterium enshiense,1,1
superkingdom,Eudoraea adriatica,2,1
superkingdom,Flavobacterium frigidarium,1,1
superkingdom,Flavobacterium denitrificans,3,1
superkingdom,Flavobacterium johnsoniae,7,1
superkingdom,Flavobacterium hydatis,1,1
superkingdom,Flavobacterium frigoris,1,1
superkingdom,Flavobacterium,5,1
superkingdom,Flavobacterium gilvum,1,1
superkingdom,Flavobacterium psychrophilum,4,1
superkingdom,Flavobacterium saliperosum,1,1
superkingdom,Flavobacterium marinum,1,1
superkingdom,Flavobacterium sp. JRM,1,1
superkingdom,Flavobacterium piscis,1,1
superkingdom,Flavobacterium sp. F52,18,1
superkingdom,Flavobacterium rivuli,1,1
superkingdom,Flavobacterium phragmitis,2,1
superkingdom,Flavobacterium sp. CF136,1,1
superkingdom,Flavobacterium sp. KJJ,1,1
superkingdom,Flavobacterium sp. Leaf359,1,1
superkingdom,Formosa algae,1,1
superkingdom,Gaetbulibacter saemankumensis,1,1
superkingdom,Gillisia marina,1,1
superkingdom,Flavobacterium ummariense,3,1
superkingdom,Flavobacterium sp. fv08,1,1
superkingdom,Formosa sp. Hel1_31_208,1,1
superkingdom,Flavobacterium sp. WG21,4,1
superkingdom,Joostella marina,1,1
superkingdom,Kordia jejudonensis,1,1
superkingdom,Flavobacterium urumqiense,2,1
superkingdom,Flavobacterium succinicans,1,1
superkingdom,Gillisia limnaea,1,1
superkingdom,Flavobacterium sp. Root186,1,1
superkingdom,Imtechella halotolerans,1,1
superkingdom,Maribacter sp. T28,1,1
superkingdom,Maribacter sp. HTCC2170,1,1
superkingdom,Lacinutrix mariniflava,2,1
superkingdom,Kriegella aquimaris,1,1
superkingdom,Leeuwenhoekiella blandensis,1,1
superkingdom,Mesoflavibacter zeaxanthinifaciens,1,1
superkingdom,Kordia,1,1
superkingdom,Maribacter thermophilus,1,1
superkingdom,Pricia antarctica,1,1
superkingdom,Muricauda zhangzhouensis,19,1
superkingdom,Muricauda sp. CP2A,2,1
superkingdom,Maribacter dokdonensis,1,1
superkingdom,Myroides injenensis,4,1
superkingdom,Ornithobacterium rhinotracheale,1,1
superkingdom,Nonlabens sp. Hel1_33_55,1,1
superkingdom,Psychroflexus halocasei,2,1
superkingdom,Myroides odoratus,61,1
superkingdom,Psychroserpens damuponensis,1,1
superkingdom,Pustulibacterium marinum,1,1
superkingdom,Myroides,474,1
superkingdom,Xanthomarina gelatinilytica,2,1
superkingdom,Riemerella anatipestifer,21,1
superkingdom,Tenacibaculum mesophilum,1,1
superkingdom,Salinimicrobium xinjiangense,2,1
superkingdom,Aureispira sp. CCB-QB1,1,1
superkingdom,Riemerella columbina,1,1
superkingdom,Riemerella columbipharyngis,1,1
superkingdom,Sediminicola sp. YIK13,1,1
superkingdom,Lewinella,2,1
superkingdom,Tamlana sp. s12,43,1
superkingdom,Sediminibacter sp. Hel_I_10,2,1
superkingdom,Weeksella massiliensis,1,1
superkingdom,Schleiferia thermophila,1,1
superkingdom,Zobellia uliginosa,1,1
superkingdom,Myroides odoratimimus,26,1
superkingdom,Zobellia galactanivorans,1,1
superkingdom,Sphingobacteriales bacterium BACL12 MAG-120813-bin55,1,1
superkingdom,Lewinella persica,1,1
superkingdom,Sphingobacteriia,3,1
superkingdom,Mucilaginibacter pineti,1,1
superkingdom,Sphingobacteriaceae bacterium DW12,53,1
superkingdom,Salegentibacter,1,1
superkingdom,Arcticibacter eurypsychrophilus,1,1
superkingdom,Saprospira grandis,1,1
superkingdom,Mucilaginibacter mallensis,1,1
superkingdom,Mucilaginibacter polytrichastri,1,1
superkingdom,Arcticibacter,1,1
superkingdom,Mucilaginibacter sp. PAMC 26640,1,1
superkingdom,Parapedobacter,1,1
superkingdom,Pedobacter antarcticus,2,1
superkingdom,Pedobacter borealis,2,1
superkingdom,Mucilaginibacter,1,1
superkingdom,Mucilaginibacter gotjawali,1,1
superkingdom,Sphingobacteriaceae,7,1
superkingdom,Parapedobacter koreensis,1,1
superkingdom,Pedobacter agri,9,1
superkingdom,Tamlana agarivorans,1,1
superkingdom,Pedobacter heparinus,2,1
superkingdom,Pedobacter insulae,2,1
superkingdom,Pedobacter lusitanus,1,1
superkingdom,Pedobacter cryoconitis,1,1
superkingdom,Pedobacter arcticus,1,1
superkingdom,Pedobacter panaciterrae,1,1
superkingdom,Pedobacter oryzae,2,1
superkingdom,Pedobacter ginsenosidimutans,1,1
superkingdom,Pedobacter jeongneungensis,2,1
superkingdom,Pedobacter,14,1
superkingdom,Pedobacter psychrophilus,1,1
superkingdom,Pedobacter rhizosphaerae,2,1
superkingdom,Pedobacter terrae,1,1
superkingdom,Pedobacter sp. BAL39,1,1
superkingdom,Sphingobacterium paucimobilis,2,1
superkingdom,Solitalea canadensis,3,1
superkingdom,Pedobacter sp. V48,1,1
superkingdom,Sphingobacterium sp. Ag1,6,1
superkingdom,Pedobacter sp. Leaf194,1,1
superkingdom,Sphingobacterium sp. CFCC 11742,8,1
superkingdom,Sphingobacterium lactis,3,1
superkingdom,Sphingobacterium deserti,6,1
superkingdom,Pseudopedobacter saltans,2,1
superkingdom,Pedobacter suwonensis,8,1
superkingdom,Sphingobacterium sp. HMSC13C05,6,1
superkingdom,Pedobacter sp. Hv1,2,1
superkingdom,Sphingobacterium sp. PM2-P1-29,1,1
superkingdom,Sphingobacterium sp. IITKGP-BTPF85,2,1
superkingdom,Balneolaceae,1,1
superkingdom,Candidatus Aminicenantes bacterium RBG_16_63_16,1,1
superkingdom,Sphingobacterium spiritivorum,3,1
superkingdom,Sphingobacterium,15,1
superkingdom,Balneola sp. EhC07,2,1
superkingdom,Sphingobacterium sp. T2,1,1
superkingdom,Sphingobacterium thalpophilum,3,1
superkingdom,Balneola vulgaris,3,1
superkingdom,Candidatus Buchananbacteria bacterium RBG_13_36_9,1,1
superkingdom,Berkelbacteria bacterium GW2011_GWE1_39_12,3,1
superkingdom,Caldithrix sp. RBG_13_44_9,1,1
superkingdom,Candidatus Bipolaricaulota,1,1
superkingdom,Sphingobacterium wenxiniae,4,1
superkingdom,Caldithrix abyssi,1,1
superkingdom,Candidatus Adlerbacteria,1,1
superkingdom,Candidatus Berkelbacteria bacterium CG2_30_43_20,1,1
superkingdom,Candidatus Berkelbacteria bacterium RIFOXYA2_FULL_43_10,2,1
superkingdom,Candidatus Aminicenantes,1,1
superkingdom,Caldisericum exile,1,1
superkingdom,Candidatus Berkelbacteria bacterium RIFCSPHIGHO2_12_FULL_36_9,2,1
superkingdom,Candidatus Curtissbacteria,1,1
superkingdom,Candidatus Eisenbacteria bacterium RBG_16_71_46,1,1
superkingdom,Candidatus Daviesbacteria,2,1
superkingdom,Candidatus Berkelbacteria,2,1
superkingdom,Candidatus Glassbacteria,1,1
superkingdom,Candidatus Fermentibacteria,1,1
superkingdom,Candidatus Gottesmanbacteria bacterium GW2011_GWA2_43_14,2,1
superkingdom,Acetothermia bacterium 64_32,1,1
superkingdom,Candidatus Curtissbacteria bacterium RIFCSPLOWO2_01_FULL_42_26,1,1
superkingdom,Candidatus Glassbacteria bacterium RBG_16_58_8,1,1
superkingdom,Candidatus Desantisbacteria bacterium CG1_02_49_89,2,1
superkingdom,Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_FULL_45_18,1,1
superkingdom,Candidatus Falkowbacteria bacterium RIFOXYC2_FULL_48_21,1,1
superkingdom,Candidatus Collierbacteria,12,1
superkingdom,Candidatus Edwardsbacteria,1,1
superkingdom,Candidatus Gottesmanbacteria,96,1
superkingdom,Candidatus Jacksonbacteria,1,1
superkingdom,Candidatus Eisenbacteria,2,1
superkingdom,Candidatus Giovannonibacteria,3,1
superkingdom,Candidatus Levybacteria bacterium CG2_30_37_29,1,1
superkingdom,Candidatus Komeilibacteria bacterium RIFCSPLOWO2_01_FULL_45_10,2,1
superkingdom,Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_49_13,1,1
superkingdom,Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10,2,1
superkingdom,Candidatus Kaiserbacteria bacterium GW2011_GWA2_49_19,3,1
superkingdom,Candidatus Kaiserbacteria,2,1
superkingdom,Candidatus Kryptonium thompsoni,1,1
superkingdom,Candidatus Gracilibacteria bacterium CG1_02_38_174,1,1
superkingdom,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_39_14,1,1
superkingdom,Candidatus Magasanikbacteria bacterium GW2011_GWA2_37_8,1,1
superkingdom,Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_40_10,3,1
superkingdom,Candidatus Kryptonia,1,1
superkingdom,Candidatus Lloydbacteria bacterium RIFCSPLOWO2_02_FULL_51_11,1,1
superkingdom,Candidatus Magasanikbacteria bacterium GW2011_GWC2_37_14,1,1
superkingdom,Candidatus Liptonbacteria bacterium RIFCSPLOWO2_01_FULL_45_15,1,1
superkingdom,Candidatus Magasanikbacteria bacterium CG1_02_41_34,7,1
superkingdom,Candidatus Lindowbacteria,1,1
superkingdom,Candidatus Levybacteria bacterium GW2011_GWA2_40_8,1,1
superkingdom,Candidatus Magasanikbacteria bacterium GW2011_GWA2_46_17,1,1
superkingdom,Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_02_FULL_51_14,3,1
superkingdom,Candidatus Magasanikbacteria bacterium RIFOXYC2_FULL_39_8,1,1
superkingdom,Candidatus Magasanikbacteria,1,1
superkingdom,Candidatus Liptonbacteria bacterium RIFCSPLOWO2_12_FULL_60_15,1,1
superkingdom,Candidatus Margulisbacteria,1,1
superkingdom,Candidatus Marinimicrobia bacterium CG1_02_48_14,1,1
superkingdom,Candidatus Melainabacteria,2,1
superkingdom,Candidatus Melainabacteria bacterium GWA2_34_9,1,1
superkingdom,Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_01_FULL_39_9,1,1
superkingdom,Candidatus Melainabacteria bacterium GWF2_32_7,1,1
superkingdom,Candidatus Levybacteria,2,1
superkingdom,Candidatus Nealsonbacteria bacterium RIFCSPLOWO2_01_FULL_43_32,1,1
superkingdom,Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_39_17,1,1
superkingdom,Candidatus Moranbacteria bacterium RIFCSPHIGHO2_02_FULL_40_12b,6,1
superkingdom,Omnitrophica WOR_2 bacterium GWA2_45_18,1,1
superkingdom,Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_45_21,1,1
superkingdom,Microgenomates bacterium OLB22,1,1
superkingdom,Candidatus Marinimicrobia,1,1
superkingdom,Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_51_9,2,1
superkingdom,Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_8,1,1
superkingdom,Omnitrophica bacterium OLB16,1,1
superkingdom,Candidatus Moranbacteria,3,1
superkingdom,Candidatus Niyogibacteria,1,1
superkingdom,Candidatus Peregrinibacteria,1,1
superkingdom,Candidatus Omnitrophus magneticus,2,1
superkingdom,Omnitrophica WOR_2 bacterium GWA2_47_8,2,1
superkingdom,Omnitrophica bacterium RIFOXYB12_FULL_50_7,1,1
superkingdom,Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_63_14,2,1
superkingdom,Candidatus Peribacteria,1,1
superkingdom,Parcubacteria bacterium SG8_24,2,1
superkingdom,Candidatus Saccharibacteria bacterium GW2011_GWC2_48_9,1,1
superkingdom,Candidatus Tagabacteria bacterium RIFCSPLOWO2_01_FULL_42_9,2,1
superkingdom,Candidatus Saccharibacteria oral taxon TM7x,2,1
superkingdom,Candidatus Omnitrophica,15,1
superkingdom,Candidatus Saccharibacteria,3,1
superkingdom,candidate division TM7 genomosp. GTL1,1,1
superkingdom,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_02_FULL_47_12,1,1
superkingdom,Candidatus Schekmanbacteria,15,1
superkingdom,Candidatus Taylorbacteria,1,1
superkingdom,Candidatus Entotheonella gemina,2,1
superkingdom,Candidatus Terrybacteria,1,1
superkingdom,Candidatus Roizmanbacteria,4,1
superkingdom,Candidatus Rokubacteria,4,1
superkingdom,Parcubacteria bacterium RAAC4_OD1_1,2,1
superkingdom,Candidatus Tectomicrobia,1,1
superkingdom,Candidatus Entotheonella,1,1
superkingdom,Candidatus Entotheonella factor,2,1
superkingdom,Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_01_FULL_63_20,1,1
superkingdom,Candidatus Wildermuthbacteria,3,1
superkingdom,Candidatus Woesebacteria bacterium GW2011_GWA1_39_8,1,1
superkingdom,Candidatus Woykebacteria bacterium RIFCSPLOWO2_01_FULL_43_14,1,1
superkingdom,Candidatus Terrybacteria bacterium RIFCSPLOWO2_01_FULL_48_14,2,1
superkingdom,Candidatus Vogelbacteria bacterium GWA1_51_14,1,1
superkingdom,Candidatus Woesebacteria bacterium GWA1_42_12,5,1
superkingdom,Candidatus Woykebacteria bacterium RBG_16_43_9,1,1
superkingdom,Candidatus Woykebacteria bacterium RBG_13_40_7b,1,1
superkingdom,Chlamydiae bacterium RIFCSPHIGHO2_12_FULL_49_11,3,1
superkingdom,Candidatus Woesebacteria bacterium GW2011_GWA2_40_7b,23,1
superkingdom,Chlamydiae bacterium RIFCSPHIGHO2_12_FULL_27_8,3,1
superkingdom,Candidatus Uhrbacteria,8,1
superkingdom,Chlamydiae bacterium RIFCSPHIGHO2_12_FULL_49_9,1,1
superkingdom,Chlamydiae,7,1
superkingdom,Candidatus Zambryskibacteria,1,1
superkingdom,Candidatus Rubidus massiliensis,2,1
superkingdom,Candidatus Yanofskybacteria,1,1
superkingdom,Candidatus Woesebacteria,5,1
superkingdom,Chlamydia pneumoniae,1,1
superkingdom,Chlamydiia,1,1
superkingdom,Criblamydia sequanensis,1,1
superkingdom,Chlamydia,3,1
superkingdom,Parachlamydiaceae bacterium HS-T3,4,1
superkingdom,Chlamydia muridarum,1,1
superkingdom,Chlamydia psittaci,138,1
superkingdom,Chlamydia gallinacea,1,1
superkingdom,Chlamydia felis,1,1
superkingdom,Parachlamydiaceae,8,1
superkingdom,Neochlamydia,1,1
superkingdom,Candidatus Protochlamydia,10,1
superkingdom,Estrella lausannensis,2,1
superkingdom,Chlorobaculum limnaeum,10,1
superkingdom,Waddlia chondrophila,4,1
superkingdom,Parachlamydia acanthamoebae,5,1
superkingdom,Chlorobium chlorochromatii,1,1
superkingdom,Chlorobi bacterium NICIL-2,4,1
superkingdom,Chlamydia trachomatis,332,1
superkingdom,Chlorobi bacterium OLB5,2,1
superkingdom,Simkania negevensis,2,1
superkingdom,Neochlamydia sp. EPS4,2,1
superkingdom,Chlorobium phaeobacteroides,27,1
superkingdom,Chloroflexi bacterium OLB15,32,1
superkingdom,Chloroflexi,7,1
superkingdom,Chloroflexi bacterium OLB14,1,1
superkingdom,Chloroflexi bacterium GWC2_70_10,55,1
superkingdom,Chloroflexi bacterium RBG_13_51_36,2,1
superkingdom,Chloroflexi bacterium RBG_16_50_11,1,1
superkingdom,Pelodictyon luteolum,1,1
superkingdom,Chlorobi bacterium OLB7,2,1
superkingdom,Chloroherpeton thalassium,3,1
superkingdom,Chloroflexi bacterium RBG_13_66_10,2,1
superkingdom,Chloroflexi bacterium OLB13,1,1
superkingdom,Chloroflexi bacterium RBG_16_48_8,4,1
superkingdom,Chloroflexi bacterium RBG_13_53_26,1,1
superkingdom,Chloroflexi bacterium RBG_16_54_18,2,1
superkingdom,Chlorobiaceae,1,1
superkingdom,Chloroflexi bacterium RBG_19FT_COMBO_62_14,2,1
superkingdom,Chloroflexi bacterium RBG_16_47_49,1,1
superkingdom,Chloroflexi bacterium RBG_13_54_9,1,1
superkingdom,Anaerolineae bacterium CG2_30_64_16,1,1
superkingdom,Chloroflexi bacterium RBG_16_64_32,30,1
superkingdom,Anaerolineae bacterium CG2_30_57_67,1,1
superkingdom,Chloroflexi bacterium RBG_16_68_14,1,1
superkingdom,Anaerolinea thermolimosa,2,1
superkingdom,Anaerolineae bacterium SG8_19,4,1
superkingdom,Anaerolineaceae bacterium 46_22,1,1
superkingdom,uncultured Chloroflexi bacterium,1,1
superkingdom,Anaerolineae bacterium SM23_84,1,1
superkingdom,Dehalococcoidia bacterium CG2_30_46_19,1,1
superkingdom,Ardenticatena maritima,2,1
superkingdom,Ardenticatena,2,1
superkingdom,Ornatilinea apprima,1,1
superkingdom,Longilinea arvoryzae,1,1
superkingdom,Dehalococcoidia bacterium SM23_28_1,12,1
superkingdom,Oscillochloris trichoides,249,1
superkingdom,Chloroflexus,5,1
superkingdom,Caldilinea aerophila,1,1
superkingdom,Herpetosiphon aurantiacus,1,1
superkingdom,Chloroflexus aggregans,1,1
superkingdom,cyanobacterium PCC 7702,5,1
superkingdom,Halothece sp. PCC 7418,15,1
superkingdom,Desulfurispirillum indicum,4,1
superkingdom,Nitrolancea hollandica,2221,1
superkingdom,Roseiflexus castenholzii,1,1
superkingdom,uncultured cyanobacterium,2685,1
superkingdom,Dehalococcoides mccartyi,1,1
superkingdom,Candidatus Atelocyanobacterium thalassa,11,1
superkingdom,Ktedonobacter racemifer,1,1
superkingdom,Geminocystis herdmanii,100,1
superkingdom,Gloeocapsa sp. PCC 73106,6,1
superkingdom,Cyanobacterium aponinum,2,1
superkingdom,Rubidibacter lacunae,6,1
superkingdom,cyanobacterium endosymbiont of Epithemia turgida,21,1
superkingdom,Geminocystis,1,1
superkingdom,Cyanobacterium sp. IPPAS B-1200,1,1
superkingdom,Dehalococcoides,1,1
superkingdom,Chroococcidiopsis thermalis,9,1
superkingdom,Gloeocapsa sp. PCC 7428,2,1
superkingdom,Cyanobacterium,1,1
superkingdom,Gloeomargarita lithophora,1058,1
superkingdom,Nostocales,47,1
superkingdom,Aphanizomenonaceae,2,1
superkingdom,Aliterella atlantica,6,1
superkingdom,Fortiea contorta,1,1
superkingdom,Chrysosporum ovalisporum,1,1
superkingdom,Nostocaceae,6,1
superkingdom,Microcystis,7,1
superkingdom,Cyanobacteria,362,1
superkingdom,Fischerella,21576,1
superkingdom,Fischerella sp. PCC 9431,10119,1
superkingdom,Anabaena cylindrica,4,1
superkingdom,Fischerella sp. PCC 9605,3,1
superkingdom,Hapalosiphonaceae,4,1
superkingdom,Fischerella muscicola,20,1
superkingdom,Nodularia spumigena,2880,1
superkingdom,Cylindrospermum stagnale,2,1
superkingdom,Mastigocoleus testarum,4,1
superkingdom,Microcystis aeruginosa,1,1
superkingdom,Aphanizomenon flos-aquae,3,1
superkingdom,Anabaena sp. WA113,1,1
superkingdom,Nostoc sp. PCC 7524,3,1
superkingdom,Anabaena sp. CRKS33,1,1
superkingdom,Nostoc sp. PCC 7120,4,1
superkingdom,Nostoc sp. NIES-3756,3,1
superkingdom,Nostoc sp. PCC 7107,1,1
superkingdom,Anabaena,2,1
superkingdom,Nostoc piscinale,1,1
superkingdom,[Leptolyngbya] sp. JSC-1,5,1
superkingdom,Nostoc,1,1
superkingdom,Calothrix sp. PCC 7103,5,1
superkingdom,Richelia intracellularis,2,1
superkingdom,Calothrix parietina,7,1
superkingdom,Tolypothrichaceae,7,1
superkingdom,Scytonema tolypothrichoides,4,1
superkingdom,Rivularia sp. PCC 7116,7,1
superkingdom,Calothrix sp. 336/3,5,1
superkingdom,Oscillatoriales cyanobacterium CG2_30_40_61,1,1
superkingdom,Scytonema hofmannii,1,1
superkingdom,Oscillatoriales cyanobacterium USR001,2,1
superkingdom,Geitlerinema sp. PCC 7407,6,1
superkingdom,Trichormus azollae,1,1
superkingdom,Tolypothrix sp. PCC 7601,1,1
superkingdom,Calothrix sp. PCC 7507,2,1
superkingdom,Oscillatoriales cyanobacterium CG2_30_44_21,4,1
superkingdom,Coleofasciculus chthonoplastes,87600,1
superkingdom,Mastigocladopsis repens,3,1
superkingdom,Trichormus variabilis,1,1
superkingdom,Hassallia byssoidea,9,1
superkingdom,Geitlerinema sp. PCC 7105,3,1
superkingdom,filamentous cyanobacterium ESFC-1,4,1
superkingdom,Geitlerinema sp. PCC 9228,147,1
superkingdom,Tolypothrix campylonemoides,3,1
superkingdom,Cyanothece sp. CCY0110,19,1
superkingdom,Oscillatoriales cyanobacterium MTP1,5,1
superkingdom,Cyanothece sp. PCC 7822,7,1
superkingdom,Tolypothrix bouteillei,3,1
superkingdom,Cyanothece sp. PCC 8802,1,1
superkingdom,Oscillatoriales cyanobacterium JSC-12,8,1
superkingdom,Cyanothece sp. PCC 7425,11,1
superkingdom,Crinalium epipsammum,872,1
superkingdom,Cyanothece,29,1
superkingdom,Planktothricoides sp. SR001,17,1
superkingdom,Desertifilum sp. IPPAS B-1220,15,1
superkingdom,Oscillatoriales,71,1
superkingdom,Cyanothece sp. PCC 7424,4,1
superkingdom,Cyanothece sp. ATCC 51142,2,1
superkingdom,Oscillatoriaceae,2,1
superkingdom,Kamptonema formosum,86,1
superkingdom,Oscillatoria acuminata,20,1
superkingdom,Trichodesmium erythraeum,178,1
superkingdom,Kamptonema,1,1
superkingdom,Limnoraphis robusta,3,1
superkingdom,Oscillatoria nigro-viridis,5,1
superkingdom,Microcoleus sp. PCC 7113,4,1
superkingdom,Lyngbya confervoides,1,1
superkingdom,Stanieria cyanosphaera,4,1
superkingdom,Planktothrix agardhii,3,1
superkingdom,Microcoleus vaginatus,1,1
superkingdom,Moorea producens,39,1
superkingdom,Lyngbya sp. PCC 8106,4,1
superkingdom,Arthrospira,5,1
superkingdom,Xenococcus sp. PCC 7305,5,1
superkingdom,Oscillatoria sp. PCC 10802,32,1
superkingdom,Leptolyngbya sp. PCC 7376,21,1
superkingdom,Oscillatoria,6,1
superkingdom,Leptolyngbya sp. Heron Island J,3,1
superkingdom,Myxosarcina sp. GI1,3,1
superkingdom,Phormidium,1,1
superkingdom,Stanieria sp. NIES-3757,2,1
superkingdom,Leptolyngbya sp. NIES-2104,5,1
superkingdom,Leptolyngbya sp. PCC 7375,13,1
superkingdom,Leptolyngbya boryana,2,1
superkingdom,Acaryochloris marina,2,1
superkingdom,Pleurocapsa sp. PCC 7319,3,1
superkingdom,Leptolyngbya sp. KIOST-1,6,1
superkingdom,Planktothrix,2,1
superkingdom,Spirulina subsalsa,107743,1
superkingdom,Lyngbya,1,1
superkingdom,Stanieria,4,1
superkingdom,Synechococcales,4716,1
superkingdom,Chamaesiphon minutus,9,1
superkingdom,Nodosilinea nodulosa,16,1
superkingdom,Neosynechococcus sphagnicola,11,1
superkingdom,Phormidium willei,1,1
superkingdom,Acaryochloris,12,1
superkingdom,Phormidesmis priestleyi,7,1
superkingdom,Synechocystis sp. PCC 6803,9,1
superkingdom,Synechocystis sp. PCC 7509,3,1
superkingdom,Synechocystis sp. PCC 6714,1,1
superkingdom,Leptolyngbya sp. O-77,3,1
superkingdom,Leptolyngbya sp. PCC 6406,12,1
superkingdom,Leptolyngbya,20,1
superkingdom,Pseudanabaena sp. 'Roaring Creek',1,1
superkingdom,Prochlorococcus sp. MIT 0601,1,1
superkingdom,Prochlorothrix hollandica,14,1
superkingdom,Pseudanabaena sp. PCC 7367,11,1
superkingdom,Limnothrix sp. P13C2,3,1
superkingdom,Prochlorococcus marinus,45,1
superkingdom,Prochlorococcus,13,1
superkingdom,Pseudanabaena biceps,1,1
superkingdom,Pseudanabaena sp. PCC 6802,12,1
superkingdom,Cyanobium gracile,2,1
superkingdom,Cyanobium sp. NIES-981,1,1
superkingdom,Synechococcus sp. CC9616,1,1
superkingdom,Cyanobium sp. PCC 7001,5,1
superkingdom,Synechococcus sp. PCC 6312,12,1
superkingdom,Synechococcus sp. NKBG15041c,1,1
superkingdom,Dactylococcopsis salina,1,1
superkingdom,Synechococcaceae,2,1
superkingdom,Synechococcus elongatus,1,1
superkingdom,Synechococcus,383,1
superkingdom,Cyanobium sp. CACIAM 14,3,1
superkingdom,Cyanobium,2,1
superkingdom,Synechococcus sp. JA-3-3Ab,5,1
superkingdom,Candidatus Synechococcus spongiarum,49,1
superkingdom,Thermosynechococcus sp. NK55a,1,1
superkingdom,Synechococcus sp. RS9917,2,1
superkingdom,Synechococcus sp. PCC 7335,15,1
superkingdom,Synechococcus sp. PCC 7003,1,1
superkingdom,Synechococcus sp. MIT S9508,1,1
superkingdom,Synechococcus sp. PCC 7502,11,1
superkingdom,Synechococcus sp. PCC 8807,3,1
superkingdom,Synechococcus sp. PCC 7336,12,1
superkingdom,Pseudanabaena,10,1
superkingdom,Synechococcus sp. RCC307,1,1
superkingdom,Thermosynechococcus vulcanus,2,1
superkingdom,Deferribacteraceae,1,1
superkingdom,Gloeobacter kilaueensis,3,1
superkingdom,Thermosynechococcus,3,1
superkingdom,Gloeobacter violaceus,9881,1
superkingdom,Denitrovibrio acetiphilus,1,1
superkingdom,Synechococcus sp. WH 5701,4,1
superkingdom,Synechococcus sp. WH 8016,1,1
superkingdom,Gloeobacter,2,1
superkingdom,Deinococcus apachensis,3,1
superkingdom,Deinococcus actinosclerus,39,1
superkingdom,Calditerrivibrio nitroreducens,14,1
superkingdom,Deinococcus misasensis,1,1
superkingdom,Deinococcus,12,1
superkingdom,Deinococcus deserti,3,1
superkingdom,Deinococcus gobiensis,1,1
superkingdom,Deinococcus aquatilis,2,1
superkingdom,Thermaceae,1,1
superkingdom,Deinococcus phoenicis,2,1
superkingdom,Deinococcus wulumuqiensis,2,1
superkingdom,Marinithermus hydrothermalis,1,1
superkingdom,Dictyoglomus turgidum,1,1
superkingdom,Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_57_9,4,1
superkingdom,Deinococcus radiodurans,2,1
superkingdom,Elusimicrobia bacterium CG1_02_56_21,1,1
superkingdom,Deinococcus sp. UR1,1,1
superkingdom,Meiothermus silvanus,3,1
superkingdom,Dictyoglomus thermophilum,1,1
superkingdom,Elusimicrobia bacterium GWF2_62_30,1,1
superkingdom,Elusimicrobia bacterium RIFOXYB2_FULL_49_7,1,1
superkingdom,Elusimicrobia bacterium RBG_16_66_12,35,1
superkingdom,Thermus aquaticus,1,1
superkingdom,Elusimicrobia bacterium CG1_02_63_36,1,1
superkingdom,Elusimicrobia,12,1
superkingdom,Elusimicrobia bacterium RIFOXYD12_FULL_66_9,38,1
superkingdom,Fibrobacteres bacterium CG2_30_45_31,3,1
superkingdom,Endomicrobium proavitum,1,1
superkingdom,Chitinispirillum alkaliphilum,7,1
superkingdom,Elusimicrobium minutum,1,1
phylum,Firmicutes bacterium CAG:102,26,1
superkingdom,Fibrobacter succinogenes,2,1
phylum,Firmicutes bacterium CAG:270,1,1
phylum,Firmicutes bacterium CAG:145,1,1
phylum,Firmicutes bacterium CAG:449,1,1
phylum,Firmicutes bacterium CAG:475,9,1
phylum,Firmicutes bacterium CAG:272,1,1
phylum,Firmicutes bacterium CAG:424,1,1
class,uncultured Bacilli bacterium,1,1
Can't find,Bacilli,1000,1
phylum,Firmicutes bacterium CAG:534,1,1
phylum,Firmicutes bacterium CAG:646,2,1
class,Exiguobacterium oxidotolerans,2,1
class,Desulfuribacillus stibiiarsenatis,1,1
class,Exiguobacterium antarcticum,4,1
class,Geomicrobium sp. JCM 19038,1,1
superkingdom,Thermus,1,1
phylum,Firmicutes,1219,1
superkingdom,Meiothermus,2,1
class,Exiguobacterium sibiricum,16,1
class,Exiguobacterium sp. S17,4,1
class,Exiguobacterium sp. MH3,7,1
class,Exiguobacterium undae,1,1
class,Gemella morbillorum,1,1
class,Gemella haemolysans,1,1
class,Bacillales,403,1
class,Gemella sanguinis,2,1
