root,kingdom,phylum,class,order,family,genus,species,Reads
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Clostridium,s_Clostridium novyi,1
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Bacillales,f_Listeriaceae,g_Listeria,s_Listeria ivanovii,5
root,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Petrotogales,f_,g_Marinitoga,s_Marinitoga piezophila,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides fragilis,2
root,k_Bacteria,p_Spirochaetes,c_Spirochaetia,o_Brachyspirales,f_Brachyspiraceae,g_Brachyspira,s_Brachyspira hyodysenteriae,1
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Bacillales,f_,g_Gemella,s_Gemella sp. oral taxon 928,1
root,k_Bacteria,p_Firmicutes,c_Erysipelotrichia,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Erysipelothrix,s_Erysipelothrix rhusiopathiae,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Anaerotignum,s_Anaerotignum propionicum,1
root,k_Bacteria,p_Ignavibacteriae,c_Ignavibacteria,o_Ignavibacteriales,f_Ignavibacteriaceae,g_Ignavibacterium,s_Ignavibacterium album,1
root,k_Bacteria,p_Fusobacteria,c_Fusobacteriia,o_Fusobacteriales,f_Fusobacteriaceae,g_Fusobacterium,s_Fusobacterium nucleatum,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Clostridium,s_Clostridium pasteurianum,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Clostridium,s_Clostridium botulinum,1
root,k_Bacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,s_Campylobacter subantarcticus,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Lachnoclostridium,s_[Clostridium] saccharolyticum,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Clostridium,s_Clostridium bornimense,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Ruminococcaceae,g_Ruminococcus,s_Ruminococcus albus,15
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Bacillales,f_Planococcaceae,g_Sporosarcina,s_Sporosarcina psychrophila,10
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Clostridium,s_Clostridium aceticum,1
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Bacillales,f_Bacillaceae,g_Bacillus,s_Bacillus megaterium,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Clostridium,s_Clostridium novyi,2
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rickettsiales,f_Rickettsiaceae,g_Rickettsia,s_Rickettsia australis,3
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Bacillales,f_Bacillaceae,g_Bacillus,s_Bacillus halodurans,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Legionellales,f_Legionellaceae,g_Legionella,s_Legionella longbeachae,1
root,k_Bacteria,p_Spirochaetes,c_Spirochaetia,o_Spirochaetales,f_Borreliaceae,g_Borreliella,s_Borreliella afzelii,1
root,k_Bacteria,p_Bacteroidetes,c_Flavobacteriia,o_Flavobacteriales,f_Flavobacteriaceae,g_Croceibacter,s_Croceibacter atlanticus,4
root,k_Bacteria,p_Fusobacteria,c_Fusobacteriia,o_Fusobacteriales,f_Fusobacteriaceae,g_Fusobacterium,s_Fusobacterium nucleatum,1
root,k_Viruses,p_,c_,o_Ortervirales,f_Retroviridae,g_Lentivirus,s_Human immunodeficiency virus 1,2
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Bacillales,f_Bacillaceae,g_Bacillus,s_Bacillus cellulosilyticus,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Candidatus Blochmannia,s_Candidatus Blochmannia floridanus,1
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,s_Staphylococcus xylosus,1
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Bacillales,f_Bacillaceae,g_Oceanobacillus,s_Oceanobacillus iheyensis,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Cellulosilyticum,s_Cellulosilyticum lentocellum,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Lachnoclostridium,s_Lachnoclostridium sp. YL32,1
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Melissococcus,s_Melissococcus plutonius,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Anaerotignum,s_Anaerotignum propionicum,15
root,k_Bacteria,p_Bacteroidetes,c_Flavobacteriia,o_Flavobacteriales,f_Flavobacteriaceae,g_Cellulophaga,s_Cellulophaga baltica,2
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Lachnoclostridium,s_Lachnoclostridium phytofermentans,3
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Anaerotignum,s_Anaerotignum propionicum,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_[Ruminococcus] gnavus,1
root,k_Bacteria,p_Fusobacteria,c_Fusobacteriia,o_Fusobacteriales,f_Fusobacteriaceae,g_Fusobacterium,s_Fusobacterium necrophorum,1
root,k_Bacteria,p_Aquificae,c_Aquificae,o_Aquificales,f_,g_Thermosulfidibacter,s_Thermosulfidibacter takaii,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Orbales,f_Orbaceae,g_Frischella,s_Frischella perrara,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Vibrionales,f_Vibrionaceae,g_Vibrio,s_Vibrio nigripulchritudo,1
root,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Fervidobacteriaceae,g_Fervidobacterium,s_Fervidobacterium pennivorans,2
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,2
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,2
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,25
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,87
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,196
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,77
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Anaerotignum,s_Anaerotignum propionicum,3
root,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Comamonadaceae,g_Comamonas,s_Comamonas testosteroni,5
root,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Comamonadaceae,g_Comamonas,s_Comamonas aquatica,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Butyrivibrio,s_Butyrivibrio proteoclasticus,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,8
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,22
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,19
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Corynebacteriales,f_Corynebacteriaceae,g_Corynebacterium,s_Corynebacterium kroppenstedtii,2
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Corynebacteriales,f_Corynebacteriaceae,g_Corynebacterium,s_Corynebacterium kroppenstedtii,1
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Corynebacteriales,f_Corynebacteriaceae,g_Corynebacterium,s_Corynebacterium vitaeruminis,24
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Corynebacteriales,f_Corynebacteriaceae,g_Corynebacterium,s_Corynebacterium timonense,2
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,1209
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,2
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,2
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pseudomonadales,f_Moraxellaceae,g_Moraxella,s_Moraxella osloensis,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pseudomonadales,f_Moraxellaceae,g_Moraxella,s_Moraxella osloensis,1
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,s_Enterococcus cecorum,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,10
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Lactobacillus,s_Lactobacillus murinus,225
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Erwiniaceae,g_Erwinia,s_Erwinia billingiae,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,2
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,2
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,3
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,3
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,4
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_,s_Plautia stali symbiont,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,2
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,2
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia fergusonii,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,s_Escherichia coli,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_,s_[Eubacterium] rectale,3
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,16
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,9
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Eubacteriaceae,g_Eubacterium,s_Eubacterium limosum,1
root,k_Bacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_,g_Nitratifractor,s_Nitratifractor salsuginis,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Pasteurella,s_Pasteurella multocida,1
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Sphingomonadales,f_Sphingomonadaceae,g_Zymomonas,s_Zymomonas mobilis,1
root,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Oxalobacteraceae,g_Janthinobacterium,s_Janthinobacterium agaricidamnosum,1
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Micrococcaceae,g_Kocuria,s_Kocuria rhizophila,11
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Micrococcaceae,g_Kocuria,s_Kocuria rhizophila,1
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Micrococcaceae,g_Kocuria,s_Kocuria rhizophila,1
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Micrococcaceae,g_Kocuria,s_Kocuria palustris,3
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Micrococcaceae,g_Kocuria,s_Kocuria palustris,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,8
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,17
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,25
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,32
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,6
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,13
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,105
root,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus necator,3
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Lactobacillus,s_Lactobacillus sp. wkB8,1
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Lactobacillus,s_Lactobacillus crispatus,1
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Lactobacillus,s_Lactobacillus murinus,1
root,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus necator,5
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Lactococcus,s_Lactococcus garvieae,1
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Bacillales,f_Bacillaceae,g_Bacillus,s_Bacillus subtilis,1
root,k_Bacteria,p_Fusobacteria,c_Fusobacteriia,o_Fusobacteriales,f_Fusobacteriaceae,g_Fusobacterium,s_Fusobacterium nucleatum,2
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Leuconostocaceae,g_Leuconostoc,s_Leuconostoc citreum,3
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Lactobacillus,s_Lactobacillus salivarius,25
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Lactobacillus,s_Lactobacillus ruminis,3
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Lactococcus,s_Lactococcus lactis,1
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Lactococcus,s_Lactococcus lactis,1
root,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Comamonadaceae,g_Limnohabitans,s_Limnohabitans sp. 63ED37-2,2
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Sphingomonadales,f_Sphingomonadaceae,g_Sphingopyxis,s_Sphingopyxis alaskensis,1
root,k_Bacteria,p_Deinococcus-Thermus,c_Deinococci,o_Thermales,f_Thermaceae,g_Meiothermus,s_Meiothermus silvanus,1
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Phyllobacteriaceae,g_Mesorhizobium,s_Mesorhizobium loti,1
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Hyphomicrobiaceae,g_Rhodoplanes,s_Rhodoplanes sp. Z2-YC6860,1
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Phyllobacteriaceae,g_Mesorhizobium,s_Mesorhizobium loti,6
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Rhizobiaceae,g_Sinorhizobium,s_Sinorhizobium sp. RAC02,2
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Phyllobacteriaceae,g_Mesorhizobium,s_Mesorhizobium loti,2
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Phyllobacteriaceae,g_Mesorhizobium,s_Mesorhizobium loti,1
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Phyllobacteriaceae,g_Mesorhizobium,s_Mesorhizobium loti,2
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Phyllobacteriaceae,g_Mesorhizobium,s_Mesorhizobium loti,4
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Phyllobacteriaceae,g_Mesorhizobium,s_Mesorhizobium loti,3
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Phyllobacteriaceae,g_Mesorhizobium,s_Mesorhizobium loti,1
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Bradyrhizobiaceae,g_Bradyrhizobium,s_Bradyrhizobium sp. BTAi1,1
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Phyllobacteriaceae,g_Mesorhizobium,s_Mesorhizobium loti,1
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Bradyrhizobiaceae,g_Bradyrhizobium,s_Bradyrhizobium japonicum,1
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Bradyrhizobiaceae,g_Bradyrhizobium,s_Bradyrhizobium japonicum,2
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Bradyrhizobiaceae,g_Bradyrhizobium,s_Bradyrhizobium diazoefficiens,1
root,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_,g_Roseateles,s_Roseateles depolymerans,2
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Micrococcaceae,g_Micrococcus,s_Micrococcus luteus,7
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Micrococcaceae,g_Micrococcus,s_Micrococcus luteus,1
root,k_Bacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Arcobacter,s_Arcobacter sp. L,1
root,k_Bacteria,p_Deferribacteres,c_Deferribacteres,o_Deferribacterales,f_Deferribacteraceae,g_Calditerrivibrio,s_Calditerrivibrio nitroreducens,3
root,k_Bacteria,p_Cyanobacteria,c_,o_Synechococcales,f_Prochloraceae,g_Prochlorococcus,s_Prochlorococcus sp. MIT 0604,12
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,s_Streptococcus salivarius,1
root,k_Bacteria,p_Proteobacteria,c_Deltaproteobacteria,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Desulfovibrio,s_Desulfovibrio hydrothermalis,1
