taxa_x,uniref90,length,taxa_y,RPK
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BCP5,624.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,20.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLE1,639.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMH3,633.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGR5,633.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AU03,894.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVM8,897.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,48.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z6Q1,900.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L8J2,897.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y5X0,891.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLJ3,888.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVL5,888.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZWF7,891.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHV9,909.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YM54,906.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZCI4,900.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A8H0,873.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDQ1,876.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,12.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A835,870.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L9P3,873.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHF8,879.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVN8,879.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZIG8,879.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDM2,867.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZP71,864.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LAK0,870.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YXU2,870.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,29.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DJ39,870.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZN23,885.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZNE6,885.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,23.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y0A8,882.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B9C3,885.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUQ4,882.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6X7A7,882.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,45.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A066,948.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z5X0,945.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZY85,951.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YTV2,951.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1G5,942.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q5L8Z8,942.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,16.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZ03,939.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DHY0,939.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A705,963.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5W3,960.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WQD6,966.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBT8,963.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLY1,954.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DGR1,954.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVD5,957.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A952,957.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1Y1,921.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WZT4,918.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,20.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L9B8,924.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZPA0,924.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AMD6,912.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZPX5,915.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BIG9,933.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLD1,936.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R9HNG7,939.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AL35,927.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y4W4,927.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDK8,930.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTH7,786.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YG30,786.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A6W6,783.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A9H7,780.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMF5,783.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YU72,783.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A4J2,783.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YRY1,801.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z605,798.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHM5,804.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R7DFZ4,792.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZD19,795.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBK6,789.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,106.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZRT7,795.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YR63,795.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z3T2,762.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZJ2,765.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6Y7R4,756.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,30.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ALM3,756.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,38.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LFF0,756.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,18.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WRB5,759.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YTK3,759.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,8.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DM87,756.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YQV5,774.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B4H7,774.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DK04,774.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZKZ1,768.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZPP0,768.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,8.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A045,771.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5M8,846.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ABH6,846.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,25.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZAQ8,846.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZRS4,849.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YEE7,843.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DLF8,843.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,231.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LDS0,843.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1Y6,858.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5I7R5,861.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,44.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WKC0,858.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZW90,861.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AUL6,855.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,41.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLY5,825.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,24.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LEI8,825.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZNZ8,825.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6XAC6,813.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z865,810.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMM1,813.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LHV2,813.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YUF7,810.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BCN4,834.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,41.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z6P8,837.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHU5,825.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHH6,828.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,17.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WZ77,306.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q8A475,306.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z9X6,305.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZY7,309.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z515,300.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YU42,300.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,14.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LFI7,321.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZWA6,318.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZQR3,315.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A054,279.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AM63,282.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B6P0,270.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z0A8,270.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L8T0,267.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B8Q4,273.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUC5,273.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AJK2,294.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AZ82,291.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVR2,363.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,12.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AXZ7,363.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YTG8,360.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,9.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AI55,381.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,13.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AHL3,378.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AGC3,378.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,9.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LEG8,381.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YLV6,381.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,9.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z9U3,372.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WVE8,333.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5L8,339.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B2A0,339.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ARI2,336.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LEF2,348.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,20.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YHC7,348.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6X5R3,354.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YTT5,345.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L6J1,339.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ASD4,348.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YBW5,174.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DP08,153.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LC65,165.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,29.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L9V0,189.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BEH2,195.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AUT8,177.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,40.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A4T9,183.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,11.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGK4,183.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L9U9,240.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AY31,261.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BFC6,252.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTW1,255.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YG77,255.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y2E2,201.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVI2,231.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AQC6,225.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YBX8,225.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LI78,516.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5XZW3,507.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DAK3,507.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZ56,507.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGL6,504.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,52.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZKI4,510.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYL6,528.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y8I3,528.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,14.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YMQ5,519.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,9.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHP0,522.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,29.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHW6,522.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LEH4,519.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZX56,489.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZD95,489.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMI9,489.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZF52,483.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,45.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBK2,483.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
