taxa,uniref90,uniref50,length
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZK46,UniRef50_Q7UFS3,1539
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZNS2,UniRef50_R5AEA5,1536
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZJM5,UniRef50_N1ZJM5,1536
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZFJ2,UniRef50_Q7MUV7,1515
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZF42,UniRef50_N1ZF42,1512
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZCJ3,UniRef50_N1ZCJ3,1512
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z4V6,UniRef50_N1ZF42,1509
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZQP5,UniRef50_N1ZQP5,1506
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZTC5,UniRef50_A9KMP5,1509
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZN59,UniRef50_N1ZL80,1515
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZHB1,UniRef50_R5APX4,1515
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZAI4,UniRef50_N1ZAI4,1515
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIT1,UniRef50_P50097,1512
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIX0,UniRef50_D4MNS1,1512
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIP6,UniRef50_N1ZIP6,1485
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZRQ1,UniRef50_R5XB66,1437
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZA16,UniRef50_P40740,1437
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z5X3,UniRef50_P40740,1437
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZN13,UniRef50_D8M8V8,1434
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZRQ6,UniRef50_Q2RZJ2,1437
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZCQ0,UniRef50_R6QD77,1449
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZLT9,UniRef50_N1ZLT9,1452
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZHZ6,UniRef50_B1I4F5,1446
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZQE4,UniRef50_N1ZQE4,1437
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZL50,UniRef50_R5AAG0,1446
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZQR4,UniRef50_N1ZQR4,1434
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZBB8,UniRef50_R5AFF3,1425
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZLH6,UniRef50_A9KMU9,1425
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZCA2,UniRef50_E0S215,1422
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z914,UniRef50_R6ZX89,1422
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMW0,UniRef50_Q46829,1422
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZQA3,UniRef50_C4ZCA9,1431
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZCG9,UniRef50_R5AJU7,1431
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZN73,UniRef50_N1ZN73,1428
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZPE0,UniRef50_N1ZPE0,1428
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZNA1,UniRef50_N1ZNA1,1428
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZNU3,UniRef50_N1ZMU2,1452
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZCR3,UniRef50_N1ZCR3,1473
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIU5,UniRef50_N1ZIU5,1476
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMU2,UniRef50_N1ZMU2,1473
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZGS5,UniRef50_R5ALI4,1467
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZQF0,UniRef50_N1ZQF0,1473
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZCZ3,UniRef50_R7APU4,1482
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZCM4,UniRef50_U2QS20,1482
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZAF5,UniRef50_N1ZAF5,1482
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZAP4,UniRef50_N1ZAP4,1479
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZDG9,UniRef50_R8VZG7,1479
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZNC6,UniRef50_R5QB36,1467
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZJK0,UniRef50_D4LM41,1455
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZKG5,UniRef50_Q896M5,1455
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZCX5,UniRef50_N1ZCX5,1452
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMQ3,UniRef50_C4ZHB9,1452
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z1Q9,UniRef50_R5XCF6,1452
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZEU1,UniRef50_A6TKC5,1464
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZCL8,UniRef50_U5MQB5,1467
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIS8,UniRef50_D5EYU3,1464
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZGX2,UniRef50_N1ZGX2,1464
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZEP7,UniRef50_N1ZEP7,1464
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZSE9,UniRef50_E6SLB8,1347
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMS6,UniRef50_R8W2N7,1242
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z1Y9,UniRef50_R6QXL0,1242
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZLN1,UniRef50_R5AN60,1242
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMZ9,UniRef50_Q58786,1239
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZCZ2,UniRef50_N1ZCZ2,1239
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZAH6,UniRef50_N1ZAH6,1248
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZHR9,UniRef50_N1ZHR9,1248
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZSH4,UniRef50_R5J213,1248
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZI30,UniRef50_N2A9W6,1242
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z9L9,UniRef50_N1Z9L9,1245
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZLU8,UniRef50_R5HF56,1239
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZPE4,UniRef50_E0RY86,1236
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZDX8,UniRef50_K9TLY0,1236
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZET5,UniRef50_I5ATT7,1236
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZNB0,UniRef50_C5CFW1,1233
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZT86,UniRef50_Q73WG1,1236
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZN42,UniRef50_A5I4C6,1239
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZAN3,UniRef50_R6P5E4,1239
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZL86,UniRef50_N1ZL86,1239
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZAZ2,UniRef50_Q891D3,1236
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZI01,UniRef50_R5A8Z0,1236
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZQX0,UniRef50_A5I4C6,1248
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZTW8,UniRef50_N1ZTW8,1260
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZNN9,UniRef50_C9LYN2,1260
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZFB0,UniRef50_Q831A8,1257
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMP8,UniRef50_R5AG58,1254
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZRU2,UniRef50_N1ZRU2,1257
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZDT4,UniRef50_N1ZDT4,1263
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZM78,UniRef50_R7B9U9,1263
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZB75,UniRef50_N1ZB75,1263
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZP27,UniRef50_N1ZP27,1260
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIR4,UniRef50_Q831A8,1260
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZM01,UniRef50_N1ZDT4,1251
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZM11,UniRef50_N1ZM11,1248
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZAW3,UniRef50_Q720G3,1248
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIM9,UniRef50_N1ZIM9,1248
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZB57,UniRef50_R6USP6,1248
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZCK4,UniRef50_A9KIA5,1248
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZGT0,UniRef50_R5YVH0,1251
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZA15,UniRef50_N1ZDT4,1251
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZLY3,UniRef50_N1ZLY3,1251
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZCY0,UniRef50_N1ZCY0,1251
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZM28,UniRef50_A6TMI1,1251
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZJZ2,UniRef50_R7B8M6,1233
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZUB4,UniRef50_D4LXM7,1203
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZP65,UniRef50_R6Q9J7,1206
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZEI4,UniRef50_N1ZEI4,1203
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZLX1,UniRef50_R5A9K0,1200
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZDL8,UniRef50_N1ZDL8,1203
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZQR9,UniRef50_C7RE44,1209
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZE76,UniRef50_N1ZE76,1209
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZA09,UniRef50_N1ZA09,1206
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZAX3,UniRef50_N1ZAX3,1206
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMQ6,UniRef50_A0Q3H7,1206
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZFD6,UniRef50_N1ZFD6,1197
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZLU1,UniRef50_P53001,1197
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z2G2,UniRef50_D7CL22,1197
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z1P6,UniRef50_R6Q9J7,1197
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZFL8,UniRef50_N1ZFL8,1194
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZQZ4,UniRef50_B1W0Z3,1194
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZFL2,UniRef50_G2SXD8,1197
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZGH8,UniRef50_R5ABQ2,1197
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZAF7,UniRef50_R7J222,1197
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZDD3,UniRef50_D4KMA0,1197
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z6A0,UniRef50_A4IMQ8,1212
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZDI0,UniRef50_N1ZDI0,1227
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z1V8,UniRef50_G0CSZ9,1227
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZPT3,UniRef50_N1ZPT3,1227
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZFE9,UniRef50_N1ZFE9,1224
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z982,UniRef50_N1Z982,1227
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZB62,UniRef50_A8MFS0,1230
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZJQ1,UniRef50_N1ZJQ1,1230
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZPF9,UniRef50_N1ZPF9,1230
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZEM8,UniRef50_N1ZEM8,1227
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZDK9,UniRef50_N1ZDK9,1228
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZH42,UniRef50_A6TQU8,1224
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZB14,UniRef50_N1ZB14,1218
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZJU9,UniRef50_R7L0B4,1221
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z5F4,UniRef50_R6QGL2,1218
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZLX4,UniRef50_N1ZLX4,1215
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIY5,UniRef50_Q46BI1,1218
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z796,UniRef50_Q1C306,1224
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZJ69,UniRef50_N1ZJ69,1224
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZGH4,UniRef50_B1IK08,1221
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIS2,UniRef50_D4KVI5,1221
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZA94,UniRef50_Q71YN8,1221
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z977,UniRef50_R9IFZ2,1314
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZG67,UniRef50_N1ZG67,1317
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZDS9,UniRef50_R5AZ72,1314
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_R6QBM0,UniRef50_B2GAM0,1314
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZF43,UniRef50_D4M048,1314
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z3M7,UniRef50_S6CCJ8,1320
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZI26,UniRef50_N1ZI26,1323
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMP1,UniRef50_E3GLX5,1317
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIN5,UniRef50_N1ZIN5,1317
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZF39,UniRef50_R5TEC7,1317
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZEF7,UniRef50_N1ZEF7,1311
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZD90,UniRef50_B0KA65,1302
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z0D4,UniRef50_N1Z0D4,1302
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIW7,UniRef50_P23445,1302
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZND9,UniRef50_A5D1A4,1299
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZH82,UniRef50_N1ZH82,1302
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZFX8,UniRef50_R5AGK9,1308
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZN31,UniRef50_F7JK26,1311
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZJG2,UniRef50_R7B508,1308
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZKE4,UniRef50_Q6G7H4,1305
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z9G7,UniRef50_N1Z9G7,1308
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZEL2,UniRef50_R7GTK3,1323
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZE23,UniRef50_E1R9U7,1338
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z3Q8,UniRef50_R5ANT8,1338
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZF48,UniRef50_N1ZF48,1335
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZBA3,UniRef50_R6SW57,1335
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZNK5,UniRef50_E3PUU3,1335
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZSB0,UniRef50_D3DJ42,1344
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMB7,UniRef50_Q54431,1344
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIH1,UniRef50_N1ZIH1,1344
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZJD5,UniRef50_Q04IA2,1341
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIM5,UniRef50_N1ZIM5,1341
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZG01,UniRef50_Q4A041,1332
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z9Y1,UniRef50_R5AAN3,1326
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZN47,UniRef50_N1ZN47,1326
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z2H3,UniRef50_B9KZ43,1326
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z5C0,UniRef50_E3GFT5,1326
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZQU2,UniRef50_N1ZQU2,1326
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZKX7,UniRef50_S6CBK3,1329
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZN93,UniRef50_N1ZN93,1332
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZHN8,UniRef50_R6G3T7,1329
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZDD9,UniRef50_R5WD92,1329
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZB35,UniRef50_D4JVU5,1329
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z5G9,UniRef50_R7B7X6,1299
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZER0,UniRef50_Q7WK82,1275
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZS09,UniRef50_R7B8V4,1275
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z1T4,UniRef50_G3KIM4,1272
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZP31,UniRef50_D4JWZ0,1269
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z9I1,UniRef50_R5AC35,1272
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZJK3,UniRef50_N1ZJK3,1278
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZFT7,UniRef50_N1ZFT7,1281
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMC8,UniRef50_N1ZMC8,1278
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZJ89,UniRef50_A9KMF5,1278
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZRV2,UniRef50_E1VBK3,1278
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZS56,UniRef50_W1WLN5,1269
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMR2,UniRef50_O67078,1266
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZML1,UniRef50_P0AGM8,1266
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIH2,UniRef50_N1ZIH2,1266
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZL30,UniRef50_N1ZL30,1266
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z412,UniRef50_N1Z412,1266
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMG1,UniRef50_R6HBZ1,1269
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z933,UniRef50_N1Z933,1269
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZDK4,UniRef50_D4M7N5,1269
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZFK2,UniRef50_R5AAW7,1266
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZJ95,UniRef50_R7R5K2,1267
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZBI4,UniRef50_A9KNN3,1281
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z566,UniRef50_N1Z566,1293
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZFG8,UniRef50_N1ZC39,1293
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z1N0,UniRef50_N1Z1N0,1290
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZFR6,UniRef50_N1ZFR6,1290
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZLX0,UniRef50_N1ZLX0,1290
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZFC4,UniRef50_A9NFJ4,1296
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZEH4,UniRef50_A9KNX5,1296
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZF31,UniRef50_N1ZF31,1296
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZB43,UniRef50_N1ZB43,1293
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZML5,UniRef50_N1ZML5,1296
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIT5,UniRef50_D4JWQ1,1290
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z9X2,UniRef50_B2GKX1,1284
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMX5,UniRef50_Q9L385,1284
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZFB3,UniRef50_R6GJC7,1284
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZN76,UniRef50_Q65I39,1281
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIT8,UniRef50_E8N505,1281
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z9J4,UniRef50_N1Z9J4,1287
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZI05,UniRef50_R7AJ70,1287
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZTX6,UniRef50_D4KAI1,1287
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZK81,UniRef50_N1ZK81,1284
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZLH2,UniRef50_E3GP24,1287
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZLY9,UniRef50_R6PWI9,2259
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZBH0,UniRef50_N1ZBH0,2268
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_unknown,UniRef50_N1ZHP8,2250
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z6V3,UniRef50_R9IPX2,2241
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZBD5,UniRef50_R5AEZ9,2247
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZNK1,UniRef50_B8CZZ8,2289
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZN69,UniRef50_N1ZN69,2310
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZN38,UniRef50_N1ZN38,2277
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZJC1,UniRef50_N1ZJC1,2270
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZII6,UniRef50_R6L351,2271
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZME4,UniRef50_N1ZME4,2241
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZLW2,UniRef50_O54408,2223
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZB18,UniRef50_R6UGZ8,2226
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIM7,UniRef50_N1ZIM7,2208
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZMQ9,UniRef50_R6MXA9,2205
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_unknown,UniRef50_D6DGB1,2205
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZIA7,UniRef50_R6QGQ4,2238
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZI87,UniRef50_N1ZI87,2241
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z3M1,UniRef50_F2JT65,2238
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZSH0,UniRef50_R7BC22,2232
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZEF2,UniRef50_N1ZEF2,2235
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZGI7,UniRef50_N1ZGI7,2319
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZEW2,UniRef50_E6UPH7,2415
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZNI4,UniRef50_R5ANQ6,2427
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1ZAD1,UniRef50_N1ZAD1,2415
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_N1Z5A5,UniRef50_D6DKF9,2400
g__Clostridium.s__Clostridium_sp_ASF356,UniRef90_unknown,UniRef50_R5QJ66,2412
