genus,Length,Reads,RPK
g_Weeksella,378,2,5.291005291005291
g_Weissella,6498,5,5.252412656063772
g_Wenyingzhuangia,4143,3,2.2642504277206754
g_Wenzhouxiangella,3447,16,4.641717435451117
g_Wigglesworthia,4086,2,1.3889696231731532
g_Winogradskyella,10590,62,59.19655657585357
g_Wolbachia,3615,2,1.5952827291117253
g_Xanthomonas,17259,22,9.922718867238238
g_Xenorhabdus,6963,28,20.480326139201917
g_Yersinia,14718,32,33.12905783082027
g_Zobellia,17250,70,55.25384414382402
g_Zunongwangia,2106,2,2.0460805316311808
g_Zymomonas,6312,3,1.4263540997645043
g_unknown,2418041,29634,48010.73145617358
