GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|411116154|ref|NZ_JH556657.1|:196093-197025|35830|g__Acetivibrio.s__Acetivibrio_cellulolyticus|UniRef90_K4L592|UniRef50_H6LFX7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,933,1,0.0.0.0,1.0718113612004287
gi|355631651|ref|NZ_JH376512.1|:656860-657954|665940|g__Clostridium.s__Clostridium_sp_7_3_54FAA|UniRef90_E7GJA9|UniRef50_Q75JL2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1095,1,0.0.0.0,0.9132420091324202
gi|490136654|ref|NZ_KB822566.1|:c743444-739906|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLN7|UniRef50_N1ZLN7,root;k_Archaea;p_Euryarchaeota;c_Methanococci;o_Methanococcales;f_Methanococcaceae;g_Methanococcus;s_Methanococcus maripaludis,3539,2,0.0.0.0,0.5651313930488838
gi|490136654|ref|NZ_KB822566.1|:c743444-739906|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLN7|UniRef50_N1ZLN7,root;k_Bacteria;p_Cyanobacteria;c_;o_Pleurocapsales;f_Hyellaceae;g_Pleurocapsa;s_Pleurocapsa minor,3539,1,0.0.0.0,0.2825656965244419
gi|490136654|ref|NZ_KB822566.1|:c743444-739906|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLN7|UniRef50_N1ZLN7,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Halomonadaceae;g_Chromohalobacter;s_Chromohalobacter salexigens,3539,1,0.0.0.0,0.2825656965244419
gi|490136654|ref|NZ_KB822566.1|:c743444-739906|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLN7|UniRef50_N1ZLN7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus albus,3539,1,0.0.0.0,0.2825656965244419
gi|490136654|ref|NZ_KB822566.1|:893078-893287|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFM2|UniRef50_D1PL78,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Erwiniaceae;g_Buchnera;s_Buchnera aphidicola,210,1,0.0.0.0,4.761904761904762
gi|490136654|ref|NZ_KB822566.1|:c491401-490883|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZKG1|UniRef50_R6F9G9,root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Spirochaetaceae;g_Sphaerochaeta;s_Sphaerochaeta pleomorpha,519,1,0.0.0.0,1.9267822736030829
gi|490137911|ref|NZ_KB822568.1|:32458-32976|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZBS6|UniRef50_Q8Q0F9,root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Spirochaetaceae;g_Treponema;s_Treponema putidum,519,15,0.0.0.0,28.90173410404624
gi|490134789|ref|NZ_KB822565.1|:184083-184610|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZPT8|UniRef50_N1ZPT8,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Mycoplasma;s_Mycoplasma bovis,528,2,0.0.0.0,3.7878787878787876
gi|490136654|ref|NZ_KB822566.1|:c192878-192384|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZAB4|UniRef50_N1ZAB4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas hydrophila,495,2,0.0.0.0,4.040404040404041
gi|490136654|ref|NZ_KB822566.1|:c50498-50004|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZIL3|UniRef50_A4XJ49,root,495,1,4.2.1.33,2.0202020202020203
gi|490134789|ref|NZ_KB822565.1|:112533-113039|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFI1|UniRef50_N1ZFI1,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Halobacillus;s_Halobacillus halophilus,507,1,0.0.0.0,1.9723865877712032
gi|490137351|ref|NZ_KB822567.1|:c156485-155982|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZCE2|UniRef50_N1ZCE2,root;k_Bacteria;p_Thermotogae;c_Thermotogae;o_Petrotogales;f_;g_Marinitoga;s_Marinitoga piezophila,504,1,0.0.0.0,1.9841269841269842
gi|490134789|ref|NZ_KB822565.1|:379147-379650|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZF02|UniRef50_R6CS34,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiotrichales;f_Piscirickettsiaceae;g_Piscirickettsia;s_Piscirickettsia salmonis,504,1,0.0.0.0,1.9841269841269842
gi|490134789|ref|NZ_KB822565.1|:212958-213512|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMZ5|UniRef50_Q8R5Z9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Cellulosilyticum;s_Cellulosilyticum lentocellum,555,1,0.0.0.0,1.8018018018018016
gi|490134789|ref|NZ_KB822565.1|:212958-213512|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMZ5|UniRef50_Q8R5Z9,root;k_Bacteria,555,2,0.0.0.0,3.603603603603603
gi|490137351|ref|NZ_KB822567.1|:c253113-252559|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z3U3|UniRef50_N1Z3U3,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus lugdunensis,555,1,0.0.0.0,1.8018018018018016
gi|490134789|ref|NZ_KB822565.1|:513189-513743|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZSA2|UniRef50_B8FWT3,root;k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_;f_;g_Nitratiruptor;s_Nitratiruptor sp. SB155-2,555,2,0.0.0.0,3.603603603603603
gi|490134789|ref|NZ_KB822565.1|:513189-513743|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZSA2|UniRef50_B8FWT3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium saccharoperbutylacetonicum,555,3,0.0.0.0,5.405405405405405
gi|490134789|ref|NZ_KB822565.1|:513189-513743|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZSA2|UniRef50_B8FWT3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium botulinum,555,1,0.0.0.0,1.8018018018018016
gi|490134789|ref|NZ_KB822565.1|:513189-513743|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZSA2|UniRef50_B8FWT3,root;k_Bacteria,555,1,0.0.0.0,1.8018018018018016
gi|490134789|ref|NZ_KB822565.1|:513189-513743|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZSA2|UniRef50_B8FWT3,root;k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium;s_Fusobacterium nucleatum,555,1,0.0.0.0,1.8018018018018016
gi|490137351|ref|NZ_KB822567.1|:128425-128979|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z3I6|UniRef50_N1Z3I6,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus,555,1,0.0.0.0,1.8018018018018016
gi|490138457|ref|NZ_KB822569.1|:c5712-5155|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEG5|UniRef50_N1ZEG5,root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Brachyspirales;f_Brachyspiraceae;g_Brachyspira;s_Brachyspira hyodysenteriae,558,1,0.0.0.0,1.7921146953405016
gi|490137351|ref|NZ_KB822567.1|:c60720-60166|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEE1|UniRef50_R5ALM4,root;k_Bacteria;p_Thermotogae;c_Thermotogae;o_Petrotogales;f_;g_Marinitoga;s_Marinitoga piezophila,555,28,0.0.0.0,50.45045045045045
gi|490137351|ref|NZ_KB822567.1|:c60720-60166|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEE1|UniRef50_R5ALM4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,555,1,0.0.0.0,1.8018018018018016
gi|490138457|ref|NZ_KB822569.1|:c86028-85465|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z1R5|UniRef50_N1Z1R5,root;k_Archaea;p_Euryarchaeota;c_Methanomicrobia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanosarcina;s_Methanosarcina mazei,564,1,0.0.0.0,1.773049645390071
gi|490136654|ref|NZ_KB822566.1|:c378702-378136|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJF4|UniRef50_P49778,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,567,1,0.0.0.0,1.7636684303350971
gi|490136654|ref|NZ_KB822566.1|:245256-245825|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJU5|UniRef50_N1ZJU5,root;k_Bacteria;p_Cyanobacteria;c_;o_Synechococcales;f_Prochloraceae;g_Prochlorococcus;s_Prochlorococcus marinus,570,1,0.0.0.0,1.7543859649122808
gi|490134789|ref|NZ_KB822565.1|:c679370-678813|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZH47|UniRef50_R5AM78,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus thuringiensis,558,1,0.0.0.0,1.7921146953405016
gi|490137911|ref|NZ_KB822568.1|:c208794-208255|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z2T5|UniRef50_R6QFB8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Candidatus Arthromitus;s_Candidatus Arthromitus sp. SFB-rat-Yit,540,1,0.0.0.0,1.8518518518518516
gi|490136654|ref|NZ_KB822566.1|:c263015-262476|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJV6|UniRef50_B2TJ68,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium baratii,540,1,2.7.8.5,1.8518518518518516
gi|490134789|ref|NZ_KB822565.1|:332730-333260|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZND5|UniRef50_B2THT4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium botulinum,531,1,5.2.1.8,1.8832391713747645
gi|490138457|ref|NZ_KB822569.1|:c200123-199590|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z1Z5|UniRef50_N1Z1Z5,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,534,1,0.0.0.0,1.8726591760299625
gi|490136654|ref|NZ_KB822566.1|:c8931-8386|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZIG0|UniRef50_R6BER2,root;k_Bacteria;p_Aquificae;c_Aquificae;o_Aquificales;f_Hydrogenothermaceae;g_Persephonella;s_Persephonella marina,546,1,0.0.0.0,1.8315018315018314
gi|490134789|ref|NZ_KB822565.1|:511930-512472|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDW5|UniRef50_Q97D83,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,543,11,0.0.0.0,20.25782688766114
gi|490134789|ref|NZ_KB822565.1|:511930-512472|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDW5|UniRef50_Q97D83,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium baratii,543,1,0.0.0.0,1.8416206261510129
gi|490134789|ref|NZ_KB822565.1|:511930-512472|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDW5|UniRef50_Q97D83,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia intestinalis,543,3,0.0.0.0,5.524861878453038
gi|490134789|ref|NZ_KB822565.1|:c867503-866961|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLI3|UniRef50_C4Z2V8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_[Ruminococcus] torques,543,1,0.0.0.0,1.8416206261510129
gi|490134789|ref|NZ_KB822565.1|:c867503-866961|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLI3|UniRef50_C4Z2V8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,543,1,0.0.0.0,1.8416206261510129
gi|490137351|ref|NZ_KB822567.1|:221228-221773|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z7E0|UniRef50_P37554,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium acetobutylicum,546,2,0.0.0.0,3.663003663003663
gi|490137911|ref|NZ_KB822568.1|:c75005-74460|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZBX3|UniRef50_R5EDK6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridioides;s_Clostridioides difficile,546,3,0.0.0.0,5.4945054945054945
gi|490138457|ref|NZ_KB822569.1|:c48438-47896|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZAG8|UniRef50_Q0SWM0,root;k_Viruses;p_;c_;o_Caudovirales;f_Siphoviridae;g_;s_Clostridium phage phiCD211,543,1,0.0.0.0,1.8416206261510129
gi|490134789|ref|NZ_KB822565.1|:c877447-876908|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6QZB7|UniRef50_Q4JT81,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium perfringens,540,1,0.0.0.0,1.8518518518518516
gi|490134789|ref|NZ_KB822565.1|:c877447-876908|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6QZB7|UniRef50_Q4JT81,root;k_Bacteria;p_Firmicutes,540,4,0.0.0.0,7.4074074074074066
gi|490134789|ref|NZ_KB822565.1|:c877447-876908|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6QZB7|UniRef50_Q4JT81,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_;g_Exiguobacterium,540,4,0.0.0.0,7.4074074074074066
gi|490134789|ref|NZ_KB822565.1|:60779-61321|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZTQ7|UniRef50_N1ZTQ7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Syntrophomonadaceae;g_Syntrophomonas;s_Syntrophomonas wolfei,543,1,0.0.0.0,1.8416206261510129
gi|490134789|ref|NZ_KB822565.1|:294530-294979|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZNA9|UniRef50_R5ULC4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Thermoanaerobacterales;f_Thermoanaerobacterales Family IV. Incertae Sedis;g_Mahella;s_Mahella australiensis,450,1,3.1.3.48,2.2222222222222223
gi|490136654|ref|NZ_KB822566.1|:758600-759054|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLE9|UniRef50_N1ZLE9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus albus,455,1,0.0.0.0,2.1978021978021975
gi|490136654|ref|NZ_KB822566.1|:769900-770346|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZGK2|UniRef50_A8MKJ7,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Chryseobacterium;s_Chryseobacterium sp. IHB B 17019,447,3,0.0.0.0,6.7114093959731544
gi|490136654|ref|NZ_KB822566.1|:c52258-51815|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJ92|UniRef50_R5J3Y6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium botulinum,444,1,0.0.0.0,2.2522522522522523
gi|490134789|ref|NZ_KB822565.1|:c874490-874047|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZC82|UniRef50_B8DNK2,root;k_Bacteria;p_Firmicutes,444,3,0.0.0.0,6.756756756756757
gi|490138457|ref|NZ_KB822569.1|:c155636-155190|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5J6|UniRef50_Q24VA6,root;k_Bacteria;p_Cyanobacteria;c_;o_Oscillatoriales;f_Microcoleaceae;g_Arthrospira;s_Arthrospira platensis,447,2,0.0.0.0,4.47427293064877
gi|490138457|ref|NZ_KB822569.1|:c155636-155190|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5J6|UniRef50_Q24VA6,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus agnetis,447,1,0.0.0.0,2.237136465324385
gi|490134789|ref|NZ_KB822565.1|:c623746-623292|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZHH8|UniRef50_N1ZHH8,root;k_Bacteria;p_Firmicutes;c_Tissierellia;o_Tissierellales;f_Peptoniphilaceae;g_Finegoldia;s_Finegoldia magna,455,1,0.0.0.0,2.1978021978021975
gi|490137351|ref|NZ_KB822567.1|:c50128-49670|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z4Y5|UniRef50_H0ULS5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,459,2,0.0.0.0,4.357298474945534
gi|490134789|ref|NZ_KB822565.1|:c729461-729003|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDE8|UniRef50_R7FAA7,root;k_Bacteria,459,2,0.0.0.0,4.357298474945534
gi|490134789|ref|NZ_KB822565.1|:c729461-729003|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDE8|UniRef50_R7FAA7,root;k_Bacteria;p_Firmicutes;c_Tissierellia;o_Tissierellales;f_Peptoniphilaceae;g_Peptoniphilus;s_Peptoniphilus sp. 1-1,459,1,0.0.0.0,2.178649237472767
gi|490134789|ref|NZ_KB822565.1|:28321-28779|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_unknown|UniRef50_R7PIV3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium sp. YL32,459,9,0.0.0.0,19.6078431372549
gi|490134789|ref|NZ_KB822565.1|:180691-181149|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6PX53|UniRef50_R5YXG7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,459,3,0.0.0.0,6.5359477124183005
gi|490134789|ref|NZ_KB822565.1|:180691-181149|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6PX53|UniRef50_R5YXG7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium carboxidivorans,459,1,0.0.0.0,2.178649237472767
gi|490136654|ref|NZ_KB822566.1|:c735065-734607|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6PX53|UniRef50_R5YXG7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,459,1,0.0.0.0,2.178649237472767
gi|490134789|ref|NZ_KB822565.1|:c758402-757944|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6PX53|UniRef50_R5YXG7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,459,6,0.0.0.0,13.071895424836601
gi|490134789|ref|NZ_KB822565.1|:c763305-762847|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R6PX53|UniRef50_R5YXG7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium taeniosporum,459,1,0.0.0.0,2.178649237472767
gi|490134789|ref|NZ_KB822565.1|:c663357-662914|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZH30|UniRef50_N1ZH30,root;k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter;s_Campylobacter insulaenigrae,444,1,0.0.0.0,2.2522522522522523
gi|490134789|ref|NZ_KB822565.1|:c1017601-1017170|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLY2|UniRef50_N1ZLY2,root;k_Bacteria;p_Firmicutes,432,3,0.0.0.0,6.944444444444445
gi|490134789|ref|NZ_KB822565.1|:c897554-897120|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZQL1|UniRef50_P0DMG1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Cellulosilyticum;s_Cellulosilyticum lentocellum,435,1,0.0.0.0,2.2988505747126435
gi|490134789|ref|NZ_KB822565.1|:c897554-897120|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZQL1|UniRef50_P0DMG1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_[Ruminococcus] torques,435,1,0.0.0.0,2.2988505747126435
gi|490136654|ref|NZ_KB822566.1|:966479-966904|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEV4|UniRef50_N1ZEV4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium novyi,426,33,0.0.0.0,77.46478873239437
gi|490136654|ref|NZ_KB822566.1|:966479-966904|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEV4|UniRef50_N1ZEV4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Thermoanaerobacterales;f_Thermoanaerobacteraceae;g_Tepidanaerobacter;s_Tepidanaerobacter acetatoxydans,426,1,0.0.0.0,2.347417840375587
gi|490136654|ref|NZ_KB822566.1|:11095-11523|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZD88|UniRef50_N1ZD88,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Listeriaceae;g_Listeria;s_Listeria innocua,429,4,0.0.0.0,9.324009324009324
gi|490134789|ref|NZ_KB822565.1|:c879125-878685|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLK3|UniRef50_P56793,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,441,2,0.0.0.0,4.535147392290249
gi|490136654|ref|NZ_KB822566.1|:c1022844-1022407|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZE71|UniRef50_N1ZE71,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Paenibacillus;s_Paenibacillus polymyxa,438,3,0.0.0.0,6.8493150684931505
gi|490134789|ref|NZ_KB822565.1|:c682020-681583|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMC4|UniRef50_N1ZMC4,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Mycoplasma;s_Mycoplasma fermentans,438,2,0.0.0.0,4.566210045662101
gi|490134789|ref|NZ_KB822565.1|:c859121-858684|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZC51|UniRef50_Q8KBK4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,438,5,0.0.0.0,11.415525114155251
gi|490136654|ref|NZ_KB822566.1|:c318653-318174|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZK03|UniRef50_R7K2W4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,480,1,0.0.0.0,2.0833333333333335
gi|490137911|ref|NZ_KB822568.1|:c122611-122135|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZC26|UniRef50_Q817Z6,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Gillisia;s_Gillisia sp. Hel1_33_143,477,35,0.0.0.0,73.37526205450735
gi|490134789|ref|NZ_KB822565.1|:c781047-780571|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZRW1|UniRef50_R5RA14,root;k_Bacteria;p_Firmicutes;c_;o_;f_;g_;s_endosymbiont 'TC1' of Trimyema compressum,477,1,0.0.0.0,2.0964360587002098
gi|490138457|ref|NZ_KB822569.1|:c161163-160681|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z1W5|UniRef50_N1Z1W5,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_;f_;g_Candidatus Profftella;s_Candidatus Profftella armatura,483,1,0.0.0.0,2.070393374741201
gi|490138457|ref|NZ_KB822569.1|:c203882-203394|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5P7|UniRef50_N1Z5P7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,489,3,0.0.0.0,6.134969325153374
gi|490138457|ref|NZ_KB822569.1|:c203882-203394|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5P7|UniRef50_N1Z5P7,root;k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter;s_Helicobacter pylori,489,1,0.0.0.0,2.044989775051125
