taxa,uniref90,uniref50,length
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ABL8,UniRef50_R6IK78,882
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AXC8,UniRef50_N2AXC8,882
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDY9,UniRef50_Q89ZE9,882
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BFD9,UniRef50_B3CDE3,882
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUQ4,UniRef50_A6LHI0,882
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LB11,UniRef50_B0TGQ8,912
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AGS3,UniRef50_K6AGS3,948
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUG5,UniRef50_A6LC93,948
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YTY7,UniRef50_R6SAZ5,948
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B045,UniRef50_N2B045,948
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A066,UniRef50_E4T2I0,948
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DEW5,UniRef50_Q9S757,948
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YTY7,UniRef50_R6SAZ5,948
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A4A8,UniRef50_R5R6W5,945
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z5X0,UniRef50_A6LAU1,945
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1K7,UniRef50_R5PL86,945
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZEL8,UniRef50_R6HG74,945
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6IJX5,UniRef50_Q2S2E5,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZY85,UniRef50_D9RU38,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6APR1,UniRef50_K6APR1,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ALU6,UniRef50_N2ALU6,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YTV2,UniRef50_R5PN16,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AVE4,UniRef50_R6LPQ1,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AS75,UniRef50_K5XZY3,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AI59,UniRef50_E6SUK3,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVA8,UniRef50_T2N9G4,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMW1,UniRef50_R9I4B1,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z4X4,UniRef50_K5Z4X4,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BBI2,UniRef50_R5R6W5,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZB42,UniRef50_E4T0T7,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6Y5A4,UniRef50_R5M798,951
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1G5,UniRef50_R7J8N6,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZF61,UniRef50_R6IU59,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A8D2,UniRef50_A6LAJ0,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AM54,UniRef50_A6L836,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B3L1,UniRef50_N2B3L1,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYP7,UniRef50_R6JE69,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YR86,UniRef50_Q7MTF7,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q5L8Z8,UniRef50_Q5L8Z8,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AH42,UniRef50_R6JKU1,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5R1,UniRef50_R6HK33,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZ03,UniRef50_R6BTF6,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ACQ6,UniRef50_K6ACQ6,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DHY0,UniRef50_G8TIS7,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZRR2,UniRef50_R7JBZ0,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AZS8,UniRef50_R6HK33,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZ39,UniRef50_K5ZZ39,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z618,UniRef50_A6LF60,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A3K8,UniRef50_R6HMI2,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_G5SVK2,UniRef50_D6D2H7,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B555,UniRef50_N2B555,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_UPI00046F0A02,UniRef50_B3EES6,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6XY21,UniRef50_R5S2U5,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y879,UniRef50_U6RST9,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_F0R6A2,UniRef50_F0R6A2,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVP3,UniRef50_K5YVP3,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z3H3,UniRef50_R6LIV7,942
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVX1,UniRef50_G8UPX2,963
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AVX4,UniRef50_N2AVX4,963
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YYF0,UniRef50_K5YYF0,960
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDD9,UniRef50_R5CEL5,960
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z460,UniRef50_A6L879,963
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A705,UniRef50_R5UTD2,963
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZD2,UniRef50_R6DB06,963
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B9K2,UniRef50_N2B9K2,960
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZL46,UniRef50_R5MJU0,960
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YBZ8,UniRef50_R7DLV9,960
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5W3,UniRef50_R5FSL4,960
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVU4,UniRef50_A6LG84,960
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZE12,UniRef50_R7DLV9,960
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZH28,UniRef50_R6DH79,960
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WQD6,UniRef50_P82680,966
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YRI3,UniRef50_K5YXZ5,966
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6APM5,UniRef50_K6A5Y0,966
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y7P2,UniRef50_R5P1V4,966
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q5LEJ9,UniRef50_Q5LEJ9,966
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B3Y1,UniRef50_U5Q2Z3,966
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_D4IKK0,UniRef50_F9ZBE6,966
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZ43,UniRef50_K5ZZ43,966
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y103,UniRef50_R6IKN9,966
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBT8,UniRef50_A6LFD6,963
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTT5,UniRef50_R5DFD9,963
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTH2,UniRef50_R6SK49,963
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L915,UniRef50_Q2RZ75,954
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLY1,UniRef50_D5EH68,954
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YBV9,UniRef50_K5YBV9,954
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZY89,UniRef50_R5CCR0,954
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WSV0,UniRef50_Q8A1E9,954
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YF61,UniRef50_K5YF61,954
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZSD5,UniRef50_N2AWT7,954
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DGR1,UniRef50_R6XVK0,954
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZSD5,UniRef50_N2AWT7,954
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YBV9,UniRef50_K5YBV9,954
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVD5,UniRef50_K5ZVD5,957
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z875,UniRef50_N2AWV7,957
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AKY6,UniRef50_K6AKY6,957
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5XZY3,UniRef50_K5XZY3,957
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A952,UniRef50_D3ELV4,957
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y0W8,UniRef50_K5Y0W8,957
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AY34,UniRef50_N2AY34,954
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHM8,UniRef50_R5U9C1,957
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZG92,UniRef50_K5ZG92,957
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5XZY3,UniRef50_K5XZY3,957
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AH42,UniRef50_R6JKU1,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y6R5,UniRef50_K5ZFV7,920
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZY97,UniRef50_A0A015YJF2,921
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YR42,UniRef50_R7NRS1,918
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YTH8,UniRef50_K5YTH8,921
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LA97,UniRef50_A5F5C9,921
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z4Q9,UniRef50_K5Z4Q9,921
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1Y1,UniRef50_F9D1I1,921
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A3M1,UniRef50_F3ZPP9,918
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHS3,UniRef50_R7JAF8,918
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_R5DPU0,918
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AMZ4,UniRef50_N2AMZ4,918
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZY78,UniRef50_R5AYZ4,918
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B331,UniRef50_R5CDW2,918
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ALF7,UniRef50_G2T565,918
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WZT4,UniRef50_R7JBP6,918
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A3M1,UniRef50_F3ZPP9,918
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L9B8,UniRef50_R7JJL0,924
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YG34,UniRef50_R6Y3S5,924
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y575,UniRef50_K5Y575,924
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z3H0,UniRef50_K5Z3H0,924
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZPA0,UniRef50_R5MIZ0,924
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YUH6,UniRef50_R6E8F3,924
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_F9Z873,UniRef50_R6NTY6,924
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A9F0,UniRef50_K6A9F0,924
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AJJ6,UniRef50_A7AF36,921
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AHJ8,UniRef50_R6TJH6,921
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YTH8,UniRef50_K5YTH8,921
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YTH8,UniRef50_K5YTH8,921
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_G5SRG6,UniRef50_F0S7I2,921
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B1B2,UniRef50_N2B1B2,921
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z4Q9,UniRef50_K5Z4Q9,921
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YUA0,UniRef50_K5YUA0,918
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZU54,UniRef50_K5ZU54,912
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5G0,UniRef50_A6L294,912
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AMD6,UniRef50_A6LDY6,912
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZD09,UniRef50_K5ZD09,915
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_D4VT02,UniRef50_F5J2M4,915
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_D6D365,UniRef50_A6L294,912
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B4Z0,UniRef50_N2B4Z0,912
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R7NRD7,UniRef50_D5EWR9,912
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y610,UniRef50_B4SSU7,912
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AR38,UniRef50_R5MIU4,912
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AMD6,UniRef50_A6LDY6,912
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLH8,UniRef50_R5BEP3,915
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZFQ6,UniRef50_R7JMA9,915
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B9B0,UniRef50_N2B9B0,915
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B2P4,UniRef50_R6D6L7,915
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YIY1,UniRef50_R6X7S2,918
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZPX5,UniRef50_Q8A2E8,915
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AEM6,UniRef50_K6AEM6,915
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AUM0,UniRef50_B2RIU4,915
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A057,UniRef50_K6A057,915
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B221,UniRef50_P59946,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B296,UniRef50_N2B296,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6XYL9,UniRef50_G8UIL0,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBC1,UniRef50_K5ZBC1,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LC32,UniRef50_A6LC32,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YYR5,UniRef50_B2RIE4,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUH5,UniRef50_R5GDB8,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AZ50,UniRef50_R6HK33,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A0A016MBZ9,UniRef50_R6HK33,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A0J2,UniRef50_R5RFX0,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BIG9,UniRef50_R7DLV9,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLF7,UniRef50_R5C5J8,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUQ0,UniRef50_C7XE35,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6X2P9,UniRef50_E4T494,933
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLD1,UniRef50_A6LDL3,936
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_E1WRX6,UniRef50_R5FJB9,936
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AL28,UniRef50_D0NFS8,936
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLC3,UniRef50_K5ZLC3,936
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R9HNG7,UniRef50_R6SAH6,939
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_E1WRX6,UniRef50_R5FJB9,936
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_E1WRX6,UniRef50_R5FJB9,936
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B1M5,UniRef50_N2B1M5,936
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A6T0,UniRef50_G8UMY5,936
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AJW8,UniRef50_N2AJW8,936
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZPM9,UniRef50_K5ZPM9,936
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2APQ5,UniRef50_R5UUR7,927
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AL35,UniRef50_Q64XK5,927
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y4W4,UniRef50_R5M5T6,927
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z1E0,UniRef50_K5Z1E0,927
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z7V2,UniRef50_E4T206,927
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AUB1,UniRef50_R7DL55,927
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6APQ6,UniRef50_R5FD05,924
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GVE4,UniRef50_R5EV14,924
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A6G8,UniRef50_R7CYA6,927
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YZ84,UniRef50_I0K8E9,930
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z094,UniRef50_K5Z094,930
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AHJ3,UniRef50_R6W179,930
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AMH5,UniRef50_R6X072,930
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDK8,UniRef50_A6LCZ6,930
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A176,UniRef50_A6KZ00,930
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A281,UniRef50_W6S650,930
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2APQ5,UniRef50_R5UUR7,927
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B0J8,UniRef50_R6XA38,927
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDJ0,UniRef50_R5GCT1,927
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B6U5,UniRef50_K6ATB8,930
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YXR9,UniRef50_K5YXR9,930
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5E1,UniRef50_K6A5E1,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZM13,UniRef50_A6LBH3,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZP18,UniRef50_K5ZP18,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_R7J4Q7,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5K379,UniRef50_R5K379,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YLU8,UniRef50_G8UPY9,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AUM4,UniRef50_I3ZL42,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTH7,UniRef50_K5ZTH7,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z5Z7,UniRef50_R6RQF5,783
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_D6D3M7,UniRef50_Q64WL5,783
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y1W5,UniRef50_K5Z6N1,783
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZA52,UniRef50_K0JWR7,783
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YG30,UniRef50_A6LGH7,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A6W6,UniRef50_R6APG4,783
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YB96,UniRef50_K5YB96,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZY2,UniRef50_R7A5P5,789
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2APQ8,UniRef50_N2APQ8,789
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYK6,UniRef50_R5DG34,789
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B1I4,UniRef50_R7DL55,789
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YK40,UniRef50_R5GT22,789
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVC2,UniRef50_Q8A403,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AZV4,UniRef50_R6KIK6,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AQ10,UniRef50_E6ST64,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y7Y5,UniRef50_R7H493,780
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A3T7,UniRef50_R5F938,780
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y558,UniRef50_K5Y558,780
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTZ7,UniRef50_R6CKA3,780
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A3T7,UniRef50_R5F938,780
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTP1,UniRef50_R6IKJ1,780
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A9H7,UniRef50_R6WPM5,780
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z5T6,UniRef50_K5Z5T6,780
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z6J7,UniRef50_N2AXF0,777
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B9U5,UniRef50_R5DDA0,777
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZAW6,UniRef50_R7JBZ3,777
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTN5,UniRef50_R6WPM5,777
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUL0,UniRef50_R7JRU0,777
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A042,UniRef50_K6A042,777
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YC70,UniRef50_H1Y602,777
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A230,UniRef50_G8UK80,777
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_D6D3M7,UniRef50_Q64WL5,783
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMF5,UniRef50_R6L944,783
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YU72,UniRef50_A6LFV1,783
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AXF0,UniRef50_N2AXF0,783
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A4J2,UniRef50_R7JG94,783
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6APN0,UniRef50_K6APN0,780
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BF93,UniRef50_N2BF93,780
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTZ7,UniRef50_R6CKA3,780
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AUU4,UniRef50_N2AUU4,783
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A3V7,UniRef50_R5D9D4,780
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLV2,UniRef50_R7JNW1,801
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R9HY24,UniRef50_R6ZLF9,801
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LEL8,UniRef50_Q650L9,801
