GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|311103224|ref|NC_014640.1|:c683893-680963|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_unknown|UniRef50_R4WT31,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Achromobacter;s_Achromobacter xylosoxidans,2931,1,1.17.4.1,0.34118048447628796
gi|483984668|ref|NZ_KB892655.1|:17991-20081|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5K0L4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2091,1,5.99.1.2,0.4782400765184122
gi|483984541|ref|NZ_KB892639.1|:c166376-164286|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_D4KXM9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2091,11,0.0.0.0,5.260640841702534
gi|483985136|ref|NZ_KB892703.1|:c232756-230633|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036E8175|UniRef50_R6RES2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2124,11,2.7.11.1,5.178907721280602
gi|483984803|ref|NZ_KB892671.1|:c3715-1595|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R7INK5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2121,30,0.0.0.0,14.144271570014144
gi|483984922|ref|NZ_KB892682.1|:202740-204866|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_H6LD23,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2127,58,0.0.0.0,27.26845322049836
gi|483984598|ref|NZ_KB892647.1|:6155-8269|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2115,1,0.0.0.0,0.47281323877068554
gi|483985143|ref|NZ_KB892704.1|:c48320-45036|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003761F68|UniRef50_UPI0003761F68,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3285,1,0.0.0.0,0.30441400304414
gi|483984545|ref|NZ_KB892640.1|:c183943-180401|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6SKR5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3543,6,0.0.0.0,1.6934801016088061
gi|483985136|ref|NZ_KB892703.1|:c125871-122341|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3531,16,0.0.0.0,4.531294250920419
gi|483984922|ref|NZ_KB892682.1|:120977-124537|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3561,1,0.0.0.0,0.2808199943836001
gi|483984615|ref|NZ_KB892649.1|:106480-109941|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037C42E7|UniRef50_UPI00037C42E7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3462,24,0.0.0.0,6.932409012131715
gi|483984545|ref|NZ_KB892640.1|:c102963-99718|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037F5A46|UniRef50_UPI00037F5A46,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3246,1,3.6.4.12,0.3080714725816389
gi|483984589|ref|NZ_KB892646.1|:c63637-60533|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R7JSV5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3105,5,0.0.0.0,1.6103059581320451
gi|483984615|ref|NZ_KB892649.1|:46516-49632|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_Q899C3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3117,2,6.1.1.5,0.6416426050689766
gi|483984615|ref|NZ_KB892649.1|:220637-223723|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3087,14,3.2.1.23,4.535147392290249
gi|483985136|ref|NZ_KB892703.1|:c252172-248975|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_G4Q6V2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3198,2,6.3.5.5,0.6253908692933083
gi|483984568|ref|NZ_KB892643.1|:c108906-105778|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037D9C4A|UniRef50_U2BLE9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3129,1,3.2.1.23,0.31959092361776925
gi|483984714|ref|NZ_KB892660.1|:c55721-50292|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003697B1E|UniRef50_UPI0003697B1E,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,5430,2,0.0.0.0,0.3683241252302026
gi|483984545|ref|NZ_KB892640.1|:c195063-190519|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6GAW6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,4545,7,2.7.7.7,1.5401540154015403
gi|483984803|ref|NZ_KB892671.1|:c14096-10254|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_C0FTB6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3843,2,2.7.7.6,0.5204267499349466
gi|483984714|ref|NZ_KB892660.1|:c31281-27346|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003769DCB|UniRef50_UPI0003769DCB,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3936,2,2.7.13.3,0.508130081300813
gi|483984803|ref|NZ_KB892671.1|:c10238-6522|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3717,9,2.7.7.6,2.4213075060532687
gi|483984529|ref|NZ_KB892638.1|:c146613-142846|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3768,3,6.3.5.3,0.7961783439490446
gi|483985043|ref|NZ_KB892693.1|:105044-107626|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6CQT0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2583,1,0.0.0.0,0.3871467286101432
gi|483985043|ref|NZ_KB892693.1|:64273-66729|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035D18D4|UniRef50_UPI00035D18D4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2457,1,0.0.0.0,0.407000407000407
gi|483985143|ref|NZ_KB892704.1|:c23171-20721|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_UPI00037BC8B7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2451,1,0.0.0.0,0.4079967360261118
gi|483985143|ref|NZ_KB892704.1|:c173942-171498|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035C3294|UniRef50_S0FFX1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2445,2,0.0.0.0,0.8179959100204499
gi|483984576|ref|NZ_KB892644.1|:137945-140449|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_I5ATV9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2505,1,5.99.1.3,0.3992015968063872
gi|483985043|ref|NZ_KB892693.1|:87203-89719|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5BW02,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2517,1,0.0.0.0,0.3972983710766786
gi|483984581|ref|NZ_KB892645.1|:115249-117762|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00047811E6|UniRef50_R7A5D3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2514,2,0.0.0.0,0.7955449482895784
gi|483985143|ref|NZ_KB892704.1|:c56593-53840|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037CD039|UniRef50_UPI00037CD039,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2754,10,0.0.0.0,3.6310820624546114
gi|483984517|ref|NZ_KB892637.1|:494075-496813|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_Q3A811,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2739,10,0.0.0.0,3.6509675063891933
gi|483984541|ref|NZ_KB892639.1|:c55193-52299|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5QUV4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2895,3,0.0.0.0,1.0362694300518134
gi|483985136|ref|NZ_KB892703.1|:c90072-87448|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_P22983,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2625,26,2.7.9.1,9.904761904761905
gi|483984786|ref|NZ_KB892669.1|:7784-10387|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_D4LV46,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2604,2,2.4.1.129,0.7680491551459293
gi|483984517|ref|NZ_KB892637.1|:288587-291205|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6PEF4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2619,31,1.1.1.1,11.836578846888123
gi|483984529|ref|NZ_KB892638.1|:c374077-371390|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5C4X7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2688,3,0.0.0.0,1.1160714285714286
gi|483985043|ref|NZ_KB892693.1|:183315-185963|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2649,2,6.1.1.9,0.7550018875047187
gi|483985125|ref|NZ_KB892702.1|:103599-105272|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003661755|UniRef50_R6BDT2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1674,2,0.0.0.0,1.1947431302270013
gi|483984660|ref|NZ_KB892654.1|:11064-12740|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036B85D8|UniRef50_R6V8T6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1677,3,0.0.0.0,1.7889087656529516
gi|483984668|ref|NZ_KB892655.1|:8892-10559|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NAS0|UniRef50_R6BDT2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1668,1,0.0.0.0,0.5995203836930456
gi|483984922|ref|NZ_KB892682.1|:68888-70555|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003603EFD|UniRef50_D4M5D1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1668,1,0.0.0.0,0.5995203836930456
gi|483984517|ref|NZ_KB892637.1|:c155950-154265|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6GEC0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1686,66,6.3.4.3,39.14590747330961
gi|483984517|ref|NZ_KB892637.1|:c155950-154265|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6GEC0,root,1686,1,6.3.4.3,0.5931198102016607
gi|483984568|ref|NZ_KB892643.1|:c65999-64323|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037B3B01|UniRef50_E0S1S7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1677,1,0.0.0.0,0.5963029218843172
gi|483984795|ref|NZ_KB892670.1|:3044-4687|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003740D2C|UniRef50_UPI0003740D2C,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1644,2,0.0.0.0,1.2165450121654502
gi|483984803|ref|NZ_KB892671.1|:c138717-137056|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037BFBB9|UniRef50_R5C1Z2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1662,1,0.0.0.0,0.601684717208183
gi|483984529|ref|NZ_KB892638.1|:c255779-254061|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003662A84|UniRef50_R6RZ47,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1719,1,0.0.0.0,0.5817335660267597
gi|483984529|ref|NZ_KB892638.1|:c241824-240088|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000364CE64|UniRef50_E0S0H5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1737,2,5.4.2.2,1.1514104778353482
gi|483984803|ref|NZ_KB892671.1|:272542-274281|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037C6D4B|UniRef50_R5N3M8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1740,2,0.0.0.0,1.1494252873563218
gi|483985136|ref|NZ_KB892703.1|:c221589-219865|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003638F26|UniRef50_A9KLU3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1725,1,0.0.0.0,0.5797101449275363
gi|483984738|ref|NZ_KB892663.1|:c3966-2275|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037E402D|UniRef50_R5BYI1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1692,24,0.0.0.0,14.184397163120568
gi|483984922|ref|NZ_KB892682.1|:189718-191415|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037ABF02|UniRef50_R6WJA3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1698,3,0.0.0.0,1.76678445229682
gi|483984517|ref|NZ_KB892637.1|:c84390-82807|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037F004A|UniRef50_R6QEJ7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1584,1,0.0.0.0,0.6313131313131313
gi|483984714|ref|NZ_KB892660.1|:c229640-228048|33035|g__Blautia.s__Blautia_producta|UniRef90_R6N942|UniRef50_Q67MT5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1593,2,0.0.0.0,1.2554927809165097
gi|483984922|ref|NZ_KB892682.1|:c219987-218395|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000399DA38|UniRef50_A9KKN4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1593,1,0.0.0.0,0.6277463904582549
gi|483984626|ref|NZ_KB892651.1|:1181-2740|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000377E4BC|UniRef50_R6V809,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1560,6,0.0.0.0,3.846153846153846
gi|483984714|ref|NZ_KB892660.1|:c193095-191536|33035|g__Blautia.s__Blautia_producta|UniRef90_R6PFD8|UniRef50_Q1GB50,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1560,2,0.0.0.0,1.282051282051282
gi|483984668|ref|NZ_KB892655.1|:21998-23623|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_Q035Y9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1626,7,0.0.0.0,4.305043050430505
gi|483984605|ref|NZ_KB892648.1|:c91744-90134|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000379C904|UniRef50_D3T5X9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1611,2,0.0.0.0,1.2414649286157666
gi|483985125|ref|NZ_KB892702.1|:40355-41959|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6EFA9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1605,3,2.4.2.18,1.8691588785046729
gi|483984529|ref|NZ_KB892638.1|:c61045-59438|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000364C12B|UniRef50_D6D9Y2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1608,2,0.0.0.0,1.243781094527363
gi|483984922|ref|NZ_KB892682.1|:200033-201925|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5IZ95,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1893,67,0.0.0.0,35.39355520338088
gi|483984615|ref|NZ_KB892649.1|:232702-234612|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_I5ATT3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1911,2,2.4.1.18,1.0465724751439036
gi|483984589|ref|NZ_KB892646.1|:c43340-41436|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000366532F|UniRef50_R6R395,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1905,1,0.0.0.0,0.5249343832020997
gi|483984714|ref|NZ_KB892660.1|:c64648-62768|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000372C794|UniRef50_R5K0M5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1881,2,0.0.0.0,1.063264221158958
gi|483984562|ref|NZ_KB892642.1|:37387-39237|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035E366E|UniRef50_R6YQA2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1851,1,0.0.0.0,0.5402485143165856
gi|483984551|ref|NZ_KB892641.1|:73865-75718|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000377BF0C|UniRef50_A9KJX6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1854,3,0.0.0.0,1.6181229773462782
gi|483984562|ref|NZ_KB892642.1|:c76824-74971|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00047658C5|UniRef50_R5YPI5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1854,1,2.7.13.3,0.5393743257820928
gi|483984714|ref|NZ_KB892660.1|:114298-116172|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_B1H0H4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1875,12,0.0.0.0,6.4
gi|483984598|ref|NZ_KB892647.1|:98886-100763|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_C4Z9H7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1878,8,0.0.0.0,4.259850905218317
gi|483984615|ref|NZ_KB892649.1|:217422-219392|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1971,1,6.1.1.10,0.5073566717402334
gi|483985136|ref|NZ_KB892703.1|:245870-247849|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00047666F3|UniRef50_H6LKP2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1980,3,0.0.0.0,1.5151515151515151
gi|483984576|ref|NZ_KB892644.1|:135927-137855|33035|g__Blautia.s__Blautia_producta|UniRef90_R6VRD5|UniRef50_Q9X3Y6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1929,2,5.99.1.3,1.0368066355624677
gi|483984922|ref|NZ_KB892682.1|:208258-210186|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5HT94,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1929,9,0.0.0.0,4.665629860031104
gi|483984688|ref|NZ_KB892657.1|:23302-25254|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5V7W2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1953,5,3.1.3.11,2.5601638504864312
gi|483984615|ref|NZ_KB892649.1|:c312090-310141|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037BBE63|UniRef50_R6EPG0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1950,1,0.0.0.0,0.5128205128205129
gi|483984688|ref|NZ_KB892657.1|:18249-20015|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000364B769|UniRef50_C4ZD15,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1767,2,6.1.1.19,1.1318619128466327
gi|483984922|ref|NZ_KB892682.1|:64161-65945|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036A119F|UniRef50_R7B041,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1785,1,0.0.0.0,0.5602240896358543
gi|483984562|ref|NZ_KB892642.1|:c3903-2122|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000371E61B|UniRef50_R5F4Z8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1782,1,0.0.0.0,0.5611672278338945
gi|483984517|ref|NZ_KB892637.1|:c470163-468397|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NTX6|UniRef50_A2BKX6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1767,15,3.6.3.14,8.488964346349746
gi|483984615|ref|NZ_KB892649.1|:70674-72494|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000476F359|UniRef50_G1WL60,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1821,7,0.0.0.0,3.8440417353102694
gi|483984517|ref|NZ_KB892637.1|:c224509-222713|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0004764D5A|UniRef50_R5H0P7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1797,1,0.0.0.0,0.5564830272676684
gi|483984598|ref|NZ_KB892647.1|:43235-44146|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003799787|UniRef50_D4M3A2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,912,1,0.0.0.0,1.0964912280701753
