GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|410101288|ref|NZ_JH976474.1|:c581997-581815|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZIB0|UniRef50_R6XZS5,unclassified,183,3,0.0.0.0,16.39344262295082
gi|498503065|ref|NZ_KB822571.1|:5859888-5860070|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZIB0|UniRef50_R6XZS5,unclassified,183,3,0.0.0.0,16.39344262295082
gi|498503065|ref|NZ_KB822571.1|:5564626-5564808|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A4T9|UniRef50_K6A4T9,unclassified,183,3,0.0.0.0,16.39344262295082
gi|498503065|ref|NZ_KB822571.1|:6004774-6005994|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A5C7|UniRef50_R6WUD9,unclassified,1221,20,0.0.0.0,16.38001638001638
gi|410101288|ref|NZ_JH976474.1|:c433102-431882|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A5C7|UniRef50_R6WUD9,unclassified,1221,20,0.0.0.0,16.38001638001638
gi|262380949|ref|NZ_GG705149.1|:c3993-3688|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_unknown|UniRef50_A6L8Y4,unclassified,306,5,0.0.0.0,16.33986928104575
gi|522837954|ref|NZ_KE159520.1|:c95784-95356|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B4L3|UniRef50_N2B4L3,unclassified,429,7,0.0.0.0,16.317016317016318
gi|555546126|ref|NZ_KI530573.1|:c807359-806502|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QH00|UniRef50_V2QH00,unclassified,858,14,0.0.0.0,16.317016317016318
gi|555546126|ref|NZ_KI530573.1|:c433292-431514|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RN16|UniRef50_Q9ZPX5,unclassified,1779,29,1.3.5.1,16.301292861157954
gi|498503065|ref|NZ_KB822571.1|:c1366545-1363600|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AX53|UniRef50_R5PJT5,unclassified,2946,48,0.0.0.0,16.293279022403258
gi|498503065|ref|NZ_KB822571.1|:1440190-1441479|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LER8|UniRef50_I3YKN2,unclassified,1290,21,0.0.0.0,16.27906976744186
gi|498503065|ref|NZ_KB822571.1|:6574297-6574542|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZLQ3|UniRef50_I4AKB7,unclassified,246,4,0.0.0.0,16.260162601626018
gi|410101291|ref|NZ_JH976477.1|:c2934-2074|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5I7R5|UniRef50_R5SPN7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,861,14,0.0.0.0,16.260162601626018
gi|211596839|ref|NZ_DS264293.1|:c1850-1728|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A8ST13|UniRef50_C7T763,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus subtilis,123,2,0.0.0.0,16.260162601626018
gi|498503065|ref|NZ_KB822571.1|:c4835099-4834731|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6XD97|UniRef50_R6Z545,unclassified,369,6,0.0.0.0,16.260162601626018
gi|68000775|ref|XM_664626.1||5821|g__Plasmodium.s__Plasmodium_berghei|UniRef90_Q4YGF5|UniRef50_Q4YGF5,unclassified,123,2,0.0.0.0,16.260162601626018
gi|223954461|ref|NZ_DS981457.1|:68435-68557|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_A0A016EQF0|UniRef50_A0A016EQF0,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,123,2,0.0.0.0,16.260162601626018
gi|398394658|ref|XM_003850740.1||1047171|g__Zymoseptoria.s__Zymoseptoria_tritici|UniRef90_F9XGC0|UniRef50_T1L6Q5,unclassified,186,3,0.0.0.0,16.129032258064516
gi|498503065|ref|NZ_KB822571.1|:1905610-1906047|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5PJ20,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Neisseriaceae;g_Snodgrassella;s_Snodgrassella alvi,438,7,4.2.1.10,15.981735159817351
gi|498503065|ref|NZ_KB822571.1|:4733994-4736129|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7JC14,unclassified,2136,34,0.0.0.0,15.917602996254681
gi|432334174|ref|NZ_ANIU01000108.1|:c440-1|44752|g__Rhodococcus.s__Rhodococcus_wratislaviensis|UniRef90_L2TTY3|UniRef50_H0JRE1,unclassified,440,7,0.0.0.0,15.909090909090908
gi|306837212|ref|NZ_GL397172.1|:213-401|38284|g__Corynebacterium.s__Corynebacterium_accolens|UniRef90_E0MU53|UniRef50_E0MU53,unclassified,189,3,0.0.0.0,15.873015873015873
gi|522837947|ref|NZ_KE159513.1|:c261227-260535|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZAV2|UniRef50_G2PSH9,unclassified,693,11,0.0.0.0,15.873015873015873
gi|223667760|ref|NZ_DS264580.1|:c47937-47749|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A7LYP6|UniRef50_A7LYP6,root;k_Bacteria,189,3,0.0.0.0,15.873015873015873
gi|422469679|ref|NZ_GL384112.1|:c670557-670306|1747|g__Propionibacterium.s__Propionibacterium_acnes|UniRef90_G7U9V8|UniRef50_G7U9V8,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,252,4,0.0.0.0,15.873015873015873
gi|522837953|ref|NZ_KE159519.1|:1541480-1541794|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQR3|UniRef50_A5FK98,unclassified,315,5,0.0.0.0,15.873015873015873
gi|555554473|ref|NZ_KI530592.1|:c2737-2045|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q7N9|UniRef50_V2Q7N9,unclassified,693,11,0.0.0.0,15.873015873015873
gi|490136654|ref|NZ_KB822566.1|:c189237-188230|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJQ3|UniRef50_N1ZJQ3,unclassified,1008,16,0.0.0.0,15.873015873015873
gi|490134789|ref|NZ_KB822565.1|:c821792-821604|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZKN6|UniRef50_N1ZKN6,unclassified,189,3,0.0.0.0,15.873015873015873
gi|410101289|ref|NZ_JH976475.1|:277779-279989|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A0T5|UniRef50_G8JZS4,unclassified,2211,35,0.0.0.0,15.829941203075533
gi|522837953|ref|NZ_KE159519.1|:c253151-252582|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LD69|UniRef50_A6LD69,unclassified,570,9,2.7.4.3,15.789473684210527
gi|498503065|ref|NZ_KB822571.1|:4656209-4656778|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LD69|UniRef50_A6LD69,unclassified,570,9,2.7.4.3,15.789473684210527
gi|522837947|ref|NZ_KE159513.1|:1536187-1536693|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5XZW3|UniRef50_I3XWH9,unclassified,507,8,0.0.0.0,15.779092702169626
gi|498503065|ref|NZ_KB822571.1|:c1104430-1103987|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIX9|UniRef50_A6LIX9,unclassified,444,7,0.0.0.0,15.765765765765765
gi|490150767|ref|NZ_KB822405.1|:c371708-370884|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZMQ2|UniRef50_N1ZMQ2,unclassified,825,13,0.0.0.0,15.757575757575758
gi|410101286|ref|NZ_JH976472.1|:c1239717-1239337|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AI55|UniRef50_Q11SF1,unclassified,381,6,0.0.0.0,15.748031496062993
gi|282852957|ref|NZ_ADFS01000001.1|:c59293-58214|1747|g__Propionibacterium.s__Propionibacterium_acnes|UniRef90_F9Z280|UniRef50_F9Z280,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1080,17,0.0.0.0,15.74074074074074
gi|211596808|ref|NZ_DS264262.1|:2590-2907|39496|g__Eubacterium.s__Eubacterium_ventriosum|UniRef90_UPI000156186B|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,318,5,0.0.0.0,15.723270440251572
gi|224514849|ref|NZ_DS483523.1|:250177-250494|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_UPI000156186B|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Thermoanaerobacterales;f_Thermoanaerobacterales Family IV. Incertae Sedis;g_Mahella;s_Mahella australiensis,318,5,0.0.0.0,15.723270440251572
gi|498503065|ref|NZ_KB822571.1|:c1268709-1268263|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEH2|UniRef50_B3EUK4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,447,7,0.0.0.0,15.659955257270694
gi|483985143|ref|NZ_KB892704.1|:c93874-93428|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035C4C9A|UniRef50_A8MKJ7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,447,7,0.0.0.0,15.659955257270694
gi|283767251|ref|NZ_GG730325.1|:121-312|411486|g__Clostridium.s__Clostridium_sp_M62_1|UniRef90_A5KRI2|UniRef50_S5CLP4,root,192,3,0.0.0.0,15.625
gi|224515028|ref|NZ_DS547001.1|:c536-345|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_A5KRI2|UniRef50_S5CLP4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,192,3,0.0.0.0,15.625
gi|498503065|ref|NZ_KB822571.1|:c1131598-1131407|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZV55|UniRef50_B6YR52,unclassified,192,3,0.0.0.0,15.625
gi|224514979|ref|NZ_DS499691.1|:c2751-2624|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_B0NIM7|UniRef50_A5Z306,root,128,2,0.0.0.0,15.625
gi|410101288|ref|NZ_JH976474.1|:35393-35713|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZKZ4|UniRef50_R7J522,unclassified,321,5,0.0.0.0,15.57632398753894
gi|550697647|ref|NZ_AUTE01000098.1|:435-563|1590|g__Lactobacillus.s__Lactobacillus_plantarum|UniRef90_unknown|UniRef50_X2ZEU5,root,129,2,0.0.0.0,15.503875968992247
gi|522837960|ref|NZ_KE159526.1|:50280-50537|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEI2|UniRef50_B9K895,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella viscericola,258,4,0.0.0.0,15.503875968992247
gi|490136654|ref|NZ_KB822566.1|:985321-986031|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZE30|UniRef50_N1ZE30,unclassified,711,11,0.0.0.0,15.471167369901547
gi|555554272|ref|NZ_KI530591.1|:26673-27254|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RH05|UniRef50_Q5L408,unclassified,582,9,0.0.0.0,15.463917525773196
gi|498503065|ref|NZ_KB822571.1|:c6118774-6118322|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LA87|UniRef50_F4KLR6,unclassified,453,7,0.0.0.0,15.452538631346577
gi|555553619|ref|NZ_KI530590.1|:c23467-22754|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q818|UniRef50_V2Q818,unclassified,714,11,0.0.0.0,15.406162464985995
gi|211596837|ref|NZ_DS264291.1|:c2270-2076|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU0|UniRef50_B3D9T0,root,195,3,0.0.0.0,15.384615384615383
gi|522837960|ref|NZ_KE159526.1|:57569-57958|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEG7|UniRef50_Q01WB8,unclassified,390,6,0.0.0.0,15.384615384615383
gi|490136654|ref|NZ_KB822566.1|:62979-63239|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZIM2|UniRef50_R6PN26,unclassified,261,4,0.0.0.0,15.32567049808429
gi|522837954|ref|NZ_KE159520.1|:c955957-955697|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B889|UniRef50_E1WVP6,unclassified,261,4,0.0.0.0,15.32567049808429
gi|224581206|ref|NZ_GG658005.1|:c672-412|851|g__Fusobacterium.s__Fusobacterium_nucleatum|UniRef90_C3WU75|UniRef50_C3WU75,unclassified,261,4,0.0.0.0,15.32567049808429
gi|490136654|ref|NZ_KB822566.1|:248969-249817|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJ51|UniRef50_N1ZJ51,unclassified,849,13,0.0.0.0,15.312131919905772
gi|522837947|ref|NZ_KE159513.1|:c2260832-2260506|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZKY0|UniRef50_R5MH79,unclassified,327,5,0.0.0.0,15.290519877675841
gi|483984598|ref|NZ_KB892647.1|:1356-1748|33035|g__Blautia.s__Blautia_producta|UniRef90_R5HC87|UniRef50_A1SNJ0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,393,6,0.0.0.0,15.267175572519083
gi|410101285|ref|NZ_JH976471.1|:c1755585-1752373|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AQ86|UniRef50_R6GAY2,unclassified,3213,49,0.0.0.0,15.250544662309368
gi|490134789|ref|NZ_KB822565.1|:c816746-816549|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZQB4|UniRef50_N1ZQB4,unclassified,198,3,0.0.0.0,15.15151515151515
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root,462,7,0.0.0.0,15.15151515151515
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,462,7,0.0.0.0,15.15151515151515
gi|522837947|ref|NZ_KE159513.1|:752683-752880|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YB98|UniRef50_Q5X1H5,unclassified,198,3,0.0.0.0,15.15151515151515
gi|522837960|ref|NZ_KE159526.1|:50073-50270|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6LEI3,unclassified,198,3,0.0.0.0,15.15151515151515
gi|498503065|ref|NZ_KB822571.1|:456635-457096|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Y825|UniRef50_A6LCB6,unclassified,462,7,2.7.4.6,15.15151515151515
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria,396,6,0.0.0.0,15.15151515151515
gi|224514740|ref|NZ_DS480694.1|:c452636-452373|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_A8RZB5|UniRef50_M1Y8K3,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,264,4,0.0.0.0,15.15151515151515
gi|498503065|ref|NZ_KB822571.1|:c6191600-6190476|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WRV3|UniRef50_E4T5E0,unclassified,1125,17,0.0.0.0,15.11111111111111
gi|498503065|ref|NZ_KB822571.1|:c2140884-2137840|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,3045,46,0.0.0.0,15.10673234811166
gi|522837960|ref|NZ_KE159526.1|:58700-59692|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEG5|UniRef50_A6LEG5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,993,15,2.7.7.6,15.105740181268882
gi|483984625|ref|NZ_KB892650.1|:1620-2348|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000370FEA5|UniRef50_Q8R5T0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,729,11,3.5.99.6,15.089163237311386
gi|555553619|ref|NZ_KI530590.1|:111273-111803|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QD74|UniRef50_V2QD74,unclassified,531,8,0.0.0.0,15.065913370998116
gi|483984922|ref|NZ_KB892682.1|:108403-109200|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000366CF4B|UniRef50_R7AV08,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,798,12,0.0.0.0,15.037593984962406
gi|522837953|ref|NZ_KE159519.1|:1581120-1581653|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQT2|UniRef50_K5ZQT2,unclassified,534,8,0.0.0.0,14.9812734082397
gi|498503065|ref|NZ_KB822571.1|:c3336153-3335620|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZQT2|UniRef50_K5ZQT2,unclassified,534,8,0.0.0.0,14.9812734082397
gi|483984581|ref|NZ_KB892645.1|:59616-60485|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NBY0|UniRef50_P47269,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,870,13,4.1.2.13,14.942528735632184
gi|146386195|ref|NZ_AAXG02000046.1|:c720-520|106588|g__Pseudoflavonifractor.s__Pseudoflavonifractor_capillosus|UniRef90_A6P140|UniRef50_F3QKQ7,unclassified,201,3,0.0.0.0,14.925373134328357
gi|483984678|ref|NZ_KB892656.1|:c26994-26458|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5R4I3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,537,8,0.0.0.0,14.897579143389198
gi|498503065|ref|NZ_KB822571.1|:6364148-6365425|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Y132|UniRef50_R7JE67,unclassified,1278,19,0.0.0.0,14.86697965571205
gi|498503065|ref|NZ_KB822571.1|:c397554-396880|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6APF5|UniRef50_R6CMH3,unclassified,675,10,0.0.0.0,14.814814814814813
gi|498503065|ref|NZ_KB822571.1|:c1582264-1581995|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z0A8|UniRef50_R6K4X0,unclassified,270,4,0.0.0.0,14.814814814814813
gi|490736874|ref|NZ_APMO01000005.1|:c2990-2517|782|g__Rickettsia.s__Rickettsia_prowazekii|UniRef90_R0MCU2|UniRef50_R0MCU2,unclassified,474,7,0.0.0.0,14.767932489451477
gi|223667801|ref|NZ_DS480312.1|:325662-326000|411489|g__Clostridium.s__Clostridium_sp_L2_50|UniRef90_UPI0001FABDB5|UniRef50_F5XS62,unclassified,339,5,0.0.0.0,14.749262536873156
gi|223667801|ref|NZ_DS480312.1|:325662-326000|411489|g__Clostridium.s__Clostridium_sp_L2_50|UniRef90_UPI0001FABDB5|UniRef50_F5XS62,root;k_Bacteria;p_Chlamydiae;c_Chlamydiia;o_Chlamydiales;f_Chlamydiaceae;g_Chlamydia;s_Chlamydia sp. 2742-308,339,5,0.0.0.0,14.749262536873156
gi|27375111|ref|NC_004463.1|:8578898-8579917|1355477|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens|UniRef90_A0A023XXD5|UniRef50_Q1QRA0,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium;s_Bradyrhizobium japonicum,1020,15,0.0.0.0,14.705882352941176
gi|410101285|ref|NZ_JH976471.1|:c62275-61799|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEJ4|UniRef50_B6YQ88,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,477,7,0.0.0.0,14.675052410901468
gi|555546126|ref|NZ_KI530573.1|:c19511-19035|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q5K8|UniRef50_D4H5Z3,unclassified,477,7,0.0.0.0,14.675052410901468
gi|522837953|ref|NZ_KE159519.1|:c508760-505554|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y8F0|UniRef50_K5Y8F0,unclassified,3207,47,0.0.0.0,14.655441222326163
gi|490152338|ref|NZ_KB822408.1|:c197533-196781|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZPU5|UniRef50_N1ZPU5,unclassified,753,11,0.0.0.0,14.608233731739707
gi|498503065|ref|NZ_KB822571.1|:c1274454-1274044|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEI6|UniRef50_A6GZ94,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,411,6,0.0.0.0,14.598540145985403
gi|522837960|ref|NZ_KE159526.1|:48459-48869|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEI6|UniRef50_A6GZ94,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,411,6,0.0.0.0,14.598540145985403
gi|522837960|ref|NZ_KE159526.1|:48459-48869|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEI6|UniRef50_A6GZ94,unclassified,411,6,0.0.0.0,14.598540145985403
gi|498503065|ref|NZ_KB822571.1|:3054393-3055148|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LFF0|UniRef50_A6KXL2,unclassified,756,11,5.3.1.1,14.55026455026455
gi|498503065|ref|NZ_KB822571.1|:c3016179-3015355|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZLY5|UniRef50_K5ZLY5,unclassified,825,12,0.0.0.0,14.545454545454547
gi|498503065|ref|NZ_KB822571.1|:4775296-4777290|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,1995,29,0.0.0.0,14.536340852130325
gi|410101287|ref|NZ_JH976473.1|:c365592-362566|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AGA7|UniRef50_K6AGA7,unclassified,3027,44,0.0.0.0,14.535844070036338
gi|498503065|ref|NZ_KB822571.1|:c6361932-6361588|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YTT5|UniRef50_C7PJF6,unclassified,345,5,0.0.0.0,14.492753623188406
gi|410101287|ref|NZ_JH976473.1|:c140505-139678|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHH6|UniRef50_R6WM72,unclassified,828,12,0.0.0.0,14.492753623188406
gi|483985043|ref|NZ_KB892693.1|:268290-268910|33035|g__Blautia.s__Blautia_producta|UniRef90_R6PEU7|UniRef50_A3DJH3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,621,9,0.0.0.0,14.492753623188406
gi|301304102|ref|NZ_ADWT01000020.1|:58245-58382|562|g__Escherichia.s__Escherichia_coli|UniRef90_D7XZP8|UniRef50_E1RS53,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,138,2,0.0.0.0,14.492753623188404
gi|331640214|ref|NZ_GL890571.1|:c1035080-1035012|658088|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_9_1_43BFAA|UniRef90_F3AKP7|UniRef50_F3AKP7,root;k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_;s_Erysipelotrichaceae bacterium I46,69,1,0.0.0.0,14.492753623188404
gi|483984529|ref|NZ_KB892638.1|:c239906-239631|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R7AL95,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,276,4,0.0.0.0,14.492753623188404
gi|410101291|ref|NZ_JH976477.1|:32079-32771|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DMA4|UniRef50_E1WT29,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,693,10,0.0.0.0,14.430014430014431
gi|490134789|ref|NZ_KB822565.1|:c491381-487776|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDV0|UniRef50_N1ZDV0,unclassified,3606,52,0.0.0.0,14.420410427066
gi|522837955|ref|NZ_KE159521.1|:c246135-245302|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BCN4|UniRef50_K5ZNF1,unclassified,834,12,0.0.0.0,14.388489208633095
gi|490136654|ref|NZ_KB822566.1|:638909-639464|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZHN7|UniRef50_N1ZHN7,unclassified,556,8,0.0.0.0,14.388489208633093
gi|490136654|ref|NZ_KB822566.1|:400672-400950|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZNN0|UniRef50_Q8KA69,unclassified,279,4,0.0.0.0,14.336917562724013
gi|498503065|ref|NZ_KB822571.1|:c6130527-6129202|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,1326,19,0.0.0.0,14.328808446455504
