taxa,uniref90,uniref50,length
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A9T1,UniRef50_R6ILC3,828
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLU4,UniRef50_A5ILH7,828
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ADC4,UniRef50_K6ADC4,828
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A6K7,UniRef50_R6D661,825
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHU5,UniRef50_R6ITD9,825
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R9H7U9,UniRef50_R6G300,828
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YZB6,UniRef50_A6LHE1,831
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AM24,UniRef50_K6AM24,831
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z6R5,UniRef50_K5Z6R5,831
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z044,UniRef50_R5DDY2,831
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A8G3,UniRef50_R6X0B8,828
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHH6,UniRef50_R6WM72,828
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A707,UniRef50_R7D0V3,828
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B5H8,UniRef50_N2B5H8,828
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AYX7,UniRef50_N2AYX7,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6KEB7,UniRef50_E6SWE6,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZU63,UniRef50_K5ZU63,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WZ77,UniRef50_R7LDW0,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q8A475,UniRef50_C4L7S9,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R0HFA9,UniRef50_A0A015T5C1,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_R5DNY2,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AJX4,UniRef50_A6LAF7,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YX61,UniRef50_R6HV66,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q8ABY8,UniRef50_Q8ABY8,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R9HF82,UniRef50_R6JHN3,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUU2,UniRef50_R6L772,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R9HF82,UniRef50_R6JHN3,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AY63,UniRef50_N2AY63,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R9HF82,UniRef50_R6JHN3,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z9X6,UniRef50_K5Z9X6,305
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AJU2,UniRef50_R6M8W3,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTF8,UniRef50_K5ZTF8,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGG3,UniRef50_K5ZGG3,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YU02,UniRef50_K5YU02,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K1GKZ0,UniRef50_R5AW58,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A0A015TG25,UniRef50_A0A015T5C1,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q650G5,UniRef50_Q650G5,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_E1WQV8,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZXQ4,UniRef50_K5ZXQ4,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZY7,UniRef50_Q8A9N6,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_G8UJP0,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GVG0,UniRef50_R7EL31,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L9X8,UniRef50_R6KJ25,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q5LFY8,UniRef50_R5P098,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AAX7,UniRef50_R5DIM2,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A3N6,UniRef50_K6A3N6,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_D6D1V0,UniRef50_G8UJ59,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AY78,UniRef50_N2AY78,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVG2,UniRef50_D5EY78,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q89YG5,UniRef50_R5B2T0,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z515,UniRef50_R5JAF5,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B0I5,UniRef50_N2B0I5,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q89YG5,UniRef50_R5B2T0,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_G5SRG4,UniRef50_W4V038,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YU42,UniRef50_K5YU42,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZ92,UniRef50_I8XUU0,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZX60,UniRef50_K5ZX60,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AML3,UniRef50_N2AML3,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q650C8,UniRef50_Q650C8,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_D4WG56,UniRef50_R5P098,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YMS5,UniRef50_R5DKF4,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHH0,UniRef50_R5DKB7,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDT2,UniRef50_R5JMC8,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ANH2,UniRef50_N2ANH2,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZQ15,UniRef50_C7M737,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_R7EJ72,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z1K7,UniRef50_K5Z3Y0,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B2F7,UniRef50_R6IK65,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B2P6,UniRef50_Q650G6,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_B7VNC2,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A169,UniRef50_K1GH12,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q89YG5,UniRef50_R5B2T0,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ASR9,UniRef50_C3QND9,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GLY7,UniRef50_S0GLY7,303
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q89YG5,UniRef50_R5B2T0,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q650G5,UniRef50_Q650G5,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q64WN0,UniRef50_Q64WN0,321
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUV3,UniRef50_K5ZUV3,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDY4,UniRef50_K5ZDY4,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_U5CJ06,UniRef50_K5Z2B8,321
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LFI7,UniRef50_Q7NLS3,321
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GN73,UniRef50_R5CJM6,321
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZM41,UniRef50_K5ZM41,321
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZQP3,UniRef50_K5ZQP3,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZWA6,UniRef50_R7JQ05,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2APS9,UniRef50_N2APS9,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z4V8,UniRef50_R5DDS0,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BE22,UniRef50_N2BE22,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z4V8,UniRef50_R5DDS0,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AMB2,UniRef50_R6WS26,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_F0R8Y8,UniRef50_F0R3P4,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZD12,UniRef50_K5ZD12,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A0A015U1R7,UniRef50_A0A015U1R7,327
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_G5SRH6,UniRef50_F0R8B9,327
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B4L9,UniRef50_K5ZL23,324
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B0E7,UniRef50_N2B0E7,327
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AA39,UniRef50_K6AA39,327
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y2A3,UniRef50_K5Y2A3,327
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AUA0,UniRef50_R5SQY5,327
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUP8,UniRef50_K5ZUP8,327
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q8ABX3,UniRef50_Q8ABX3,327
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A6L9,UniRef50_D8HNZ2,324
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_I9JW63,UniRef50_K2DMG1,321
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ARG8,UniRef50_N2ARG8,321
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z1P4,UniRef50_K5Z1P4,324
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AW89,UniRef50_N2AW89,324
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_G5SRF6,UniRef50_R6HUJ2,324
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMV1,UniRef50_K5ZMV1,312
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K1H973,UniRef50_R6W8N9,312
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YB47,UniRef50_K5YB47,312
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_E5V0F0,UniRef50_R5B2T0,312
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_B5CWV2,UniRef50_B5CWV2,312
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AN14,UniRef50_R6DTW3,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GN78,UniRef50_A6L5U2,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_G5SRG0,UniRef50_R9HYV9,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A136,UniRef50_R5DDS0,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ARP6,UniRef50_N2ARP6,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A0A015U8I8,UniRef50_W0EVN3,312
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6JRV5,UniRef50_R5C062,312
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YMU4,UniRef50_K5YMU4,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B345,UniRef50_K5ZAC9,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZQR3,UniRef50_A5FK98,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q650D1,UniRef50_I3YIX3,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z6K6,UniRef50_D7J8V1,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AM75,UniRef50_K6AM75,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AIN3,UniRef50_N2AIN3,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B1D2,UniRef50_R6WS26,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AEH6,UniRef50_R5DCV1,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZL86,UniRef50_K5ZAC9,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R9H7T8,UniRef50_R6FGZ2,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ALL2,UniRef50_K6ALL2,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q64YM4,UniRef50_R5RC53,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_I3YIX3,UniRef50_I3YIX3,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5RC53,UniRef50_R5RC53,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZAC9,UniRef50_K5ZAC9,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R7KX18,UniRef50_F4C774,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y7U8,UniRef50_K5Y7U8,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z4T5,UniRef50_K5Z4T5,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YMH4,UniRef50_R6JKS9,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5U4F4,UniRef50_F4C774,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLC7,UniRef50_K5ZLC7,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZRB2,UniRef50_K5ZRB2,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A054,UniRef50_K6A054,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YMH4,UniRef50_R6JKS9,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z4T5,UniRef50_K5Z4T5,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_Q89YG1,276
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_Q89YG1,276
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1S5,UniRef50_K6A1S5,276
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AJZ9,UniRef50_R6XRK4,276
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B0W6,UniRef50_N2B0W6,276
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZEQ1,UniRef50_J5VR99,276
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BB06,UniRef50_N2BB06,276
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GMW7,UniRef50_S0GMW7,276
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AVY2,UniRef50_R6Y465,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AUC3,UniRef50_K6AUC3,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AQB3,UniRef50_N2AQB3,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AJF8,UniRef50_N2AJF8,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ALQ0,UniRef50_K6ALQ0,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ATP4,UniRef50_N2ATP4,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z1G9,UniRef50_R6KTV4,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AM63,UniRef50_R6Y465,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMR8,UniRef50_R7NP78,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A0A015U1S5,UniRef50_F5XA14,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZD7,UniRef50_K5ZZD7,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R7KX18,UniRef50_F4C774,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BAH1,UniRef50_N2BAH1,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y2D1,UniRef50_K5Y2D1,270
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGV6,UniRef50_K5ZGV6,270
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LIF9,UniRef50_Q6AD41,270
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R9HY20,UniRef50_Q89Z82,270
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LIX8,UniRef50_A0M0D8,270
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z5H3,UniRef50_K5Z5H3,270
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ARE5,UniRef50_N2ARE5,270
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B6P0,UniRef50_K5ZN35,270
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYF0,UniRef50_K5ZYF0,270
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z0A8,UniRef50_R6K4X0,270
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L8T0,UniRef50_C1A930,267
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z602,UniRef50_K5Z602,267
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDR7,UniRef50_R6FGZ2,276
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YZI2,UniRef50_K5ZLV6,273
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMU0,UniRef50_I9EMK1,276
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMU0,UniRef50_I9EMK1,276
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B566,UniRef50_R6IIM4,276
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YHF5,UniRef50_R6X2Q3,276
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YZI2,UniRef50_K5ZLV6,273
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B8Q4,UniRef50_N2B8Q4,273
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YXC0,UniRef50_K5YXC0,273
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ATF6,UniRef50_R6M8W3,273
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUC5,UniRef50_G3F9E3,273
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YQZ9,UniRef50_R5DJW6,273
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B3L9,UniRef50_N2B3L9,273
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZAJ0,UniRef50_K5ZAJ0,273
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZH92,UniRef50_R6Y465,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZRR9,UniRef50_A3QAH1,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y8L9,UniRef50_A6LCC8,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z6N7,UniRef50_A6LAD5,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z7J0,UniRef50_Q7MWQ5,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y8I8,UniRef50_K5Y8I8,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHC0,UniRef50_R5D867,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LBU8,UniRef50_E6SQ61,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_Q64UM2,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A0M0,UniRef50_G8UM02,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2APJ0,UniRef50_R6VJ52,291
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBM8,UniRef50_F4L547,291
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_Q64UM2,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_E1WVY7,UniRef50_R7KHR4,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYL0,UniRef50_A6LAD5,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_B7B8Y9,UniRef50_R7KHR4,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUW0,UniRef50_A6LCC8,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AMC9,UniRef50_K5ZZM3,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_R6HV66,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B594,UniRef50_N2B594,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_D4WG56,UniRef50_R5P098,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YZB0,UniRef50_N2BE15,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZM3,UniRef50_K5ZZM3,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YMS5,UniRef50_R5DKF4,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A0A015R162,UniRef50_F0R3P4,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AZL6,UniRef50_N2AZL6,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_D4VJE6,UniRef50_F0R3P4,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AR34,UniRef50_R6HYD5,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GMX7,UniRef50_S0GMX7,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ASP6,UniRef50_N2ASP6,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AT77,UniRef50_R6HYD5,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AJK2,UniRef50_R6B044,294
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YTR5,UniRef50_O05728,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZRP5,UniRef50_R6Y465,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ALT9,UniRef50_A6LHR2,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BEG1,UniRef50_N2BEG1,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_Q5LA99,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YE67,UniRef50_K5YE67,285
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2APG6,UniRef50_A6LHR2,285
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A0A015U8H2,UniRef50_E6SWG9,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z229,UniRef50_K5Z229,285
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B3K9,UniRef50_N2B3K9,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q8ABL1,UniRef50_Q8ABL1,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B4Y8,UniRef50_E6SWE6,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z518,UniRef50_K5Z518,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YE67,UniRef50_K5YE67,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z9W7,UniRef50_K5Z9W7,282
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q5LA98,UniRef50_Q5LA98,288
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_U2CL71,UniRef50_U2CL71,291
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R9HFV0,UniRef50_E1WR02,288
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q8ABY9,UniRef50_Q8ABY9,288
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AL51,UniRef50_R6Y465,291
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AZ82,UniRef50_N2AZ82,291
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AX95,UniRef50_Q72WF4,291
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_D4IKJ8,UniRef50_D4IKJ8,288
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z1L5,UniRef50_K5Z1L5,285
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AUS2,UniRef50_Q5LD03,288
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R7EAW7,UniRef50_R5U3P3,285
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z889,UniRef50_R5KU70,285
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMH6,UniRef50_K5ZMH6,288
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AX89,UniRef50_K6AX89,288
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R9HWQ1,UniRef50_G8UJP0,288
